source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008313,3.034245,100000.0,VIP0,daily,2026-05-18T12:01:45.714372+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-05-18T12:01:47.063655+00:00
Backpack,USDT,0.011490627580574274,4.194079066909611,50000000.0,Public,annual,2026-05-18T12:01:49.268209+00:00
Binance,USDC,0.009157,3.342305,100000.0,VIP0,daily,2026-05-18T12:01:45.714675+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-05-18T12:01:47.063718+00:00
Backpack,USDC,0.006013996639323816,2.195108773353193,300000000.0,Public,annual,2026-05-18T12:01:49.268251+00:00
Binance,BTC,0.0011049999999999999,0.40332499999999993,60.0,VIP0,daily,2026-05-18T12:01:45.715290+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-05-18T12:01:47.063999+00:00
Backpack,BTC,0.0015540184927345017,0.5672167498480931,3000.0,Public,annual,2026-05-18T12:01:49.268398+00:00
Binance,ETH,0.006324,2.3082599999999998,400.0,VIP0,daily,2026-05-18T12:01:45.715390+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-05-18T12:01:47.064011+00:00
Backpack,ETH,0.0031969684475697258,1.1668934833629498,20000.0,Public,annual,2026-05-18T12:01:49.268418+00:00
