protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDS,0.11797653068177885,,0.11789,5.6785801518294985,22964040.0,,,2.846344241489481,49982702.5,34188168.51,22960940.42238772,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.391672+00:00
Aave,Ethereum,DAI,2.7794397807636284,,2.7418,4.558008141267124,22109419.0,,,82.01218174614962,199991400.0,179992260.0,22122099.351913404,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.391682+00:00
Aave,Ethereum,PYUSD,3.4605600133108565,,3.40015,4.738001880027539,2745272.0,,,81.65649176955498,21002582.79,18002213.82,2741823.306959323,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.392070+00:00
Aave,Ethereum,USDT,2.730095507224327,4.55,7.24535,3.6730706944013027,71479950.0,,,82.9660326253989,2598698752.0,2338828876.8,389949297.51984775,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.391560+00:00
Aave,Ethereum,USDC,3.35847327831707,4.48,7.78105,4.075611164089766,46777554.0,,,91.8789170105747,2499425000.0,2249482500.0,167434273.96126017,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.391596+00:00
Aave,Arbitrum,USDC,2.9922937486109804,,2.94973,3.889495988566585,23460888.0,,,85.85460237148284,249953672.5,224958305.25,23493172.05960937,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.391665+00:00
Aave,Arbitrum,DAI,2.277305005451808,,2.25176,4.168757637827681,1022325.0,,,73.51574130364816,4898386.381,4408547.7429,1023058.5518181813,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-18T12:01:52.392386+00:00
Spark,Ethereum,USDT,2.5,,2.5,,1272065744.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-05-18T12:01:52.390283+00:00
Spark,Ethereum,USDC,3.65,,3.65,,427126519.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-05-18T12:01:52.391460+00:00
Spark,Ethereum,PYUSD,0.15927,,0.15927,,95188591.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-05-18T12:01:52.391535+00:00
Spark,Ethereum,USDS,2.23498,,2.23498,,87030201.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-05-18T12:01:52.391546+00:00
Aave,Base,USDC,2.90203,,2.90203,,36354723.0,,,,,,,,,,2,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama,DefiLlama,2026-05-18T12:01:52.391618+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,,3439142.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-05-18T12:01:52.392006+00:00
Compound,Ethereum,USDS,3.1398053872752,0.0,3.1398053872752,3.92270871924,2102215.8176350347,2102215.8176350347,1833498.211599766,87.21681636085994,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-05-18T12:02:03.584847+00:00
Spark,Arbitrum,USDS,3.65,,3.65,,358565624.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,9d499222-a01a-45bb-bbc9-f01c7923693b,DefiLlama,DefiLlama,2026-05-18T12:01:52.391474+00:00
Spark,Base,USDS,3.65,,3.65,,222376888.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,aa2d08c0-0abd-4dcf-be93-ff8ca89d01cd,DefiLlama,DefiLlama,2026-05-18T12:01:52.391491+00:00
Compound,Ethereum,USDC,3.5259087337199997,0.12951477274690631,3.655423506466906,4.3220698852320005,331265959.17777145,331265959.17777145,298435719.0177828,90.08945830385893,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-18T12:02:03.584694+00:00
Compound,Ethereum,USDT,2.7352473533856,0.11794276759528186,2.853190120980882,3.6105472454256002,198419040.92533526,198419040.92533526,150757244.068343,75.9790931780477,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-18T12:02:03.584817+00:00
Compound,Arbitrum,USDT,2.068737884928,0.0,2.068737884928,3.096261134424,19782019.482346743,19782019.482346743,11367750.014635023,57.464941301913996,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-18T12:02:03.584906+00:00
Compound,Arbitrum,USDC,2.5297105998384,0.0,2.5297105998384,3.4519528023408,18445128.11836275,18445128.11836275,12961345.613645792,70.26973892688892,,,,,,,9,成熟协议/资金利用率驱动,4,0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-18T12:02:03.584880+00:00
Compound,Base,USDC,5.094471246696,0.0,5.094471246696,6.0889112643456,9673976.958972938,9673976.958972938,8762712.296486164,90.58024757625049,,,,,,,9,成熟协议/资金利用率驱动,4,0xb125e6687d4313864e53df431d5425969c15eb2f,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-18T12:02:03.584934+00:00
Compound,Base,USDS,2.3596787338847998,0.0,2.3596787338847998,3.6848877141744,575344.7865935353,575344.7865935353,251421.34738910894,43.69775434303245,,,,,,,9,成熟协议/资金利用率驱动,4,0x2c776041ccfe903071af44aa147368a9c8eea518,Compound API,Compound API,2026-05-18T12:02:03.584960+00:00
Morpho,Ethereum,USDC,7.076900299260207,,7.076900299260207,7.97984717968011,162109.17329050688,162109.17329050688,144411.29763604276,89.08274263866072,,,,,,,8,需关注金库与奖励口径差异,4,0xfd0d72a4f0469598b566b1bc5fe64835f828f90b1fb7d746148c086164cd4cc2,Morpho API,Morpho API,2026-05-18T12:02:05.527788+00:00
Morpho,Ethereum,USDT,5.4406994524382055,,5.4406994524382055,6.008109377643288,118899.89830161052,118899.89830161052,107963.08242990133,90.80166086940963,,,,,,,8,需关注金库与奖励口径差异,4,0xfd039edc69eac5eaab4a10463fdbcaca75d6eddb1f0e00248d73fc977fb2554b,Morpho API,Morpho API,2026-05-18T12:02:05.527820+00:00
Morpho,Base,USDC,5.345718243324174,,5.345718243324174,6.049686737242426,352705.49694980367,352705.49694980367,312712.3509024002,88.66103692931806,,,,,,,8,需关注金库与奖励口径差异,5,0xfdfecf85a4dd90a7637ae2aaf28b35061166f0e62bfc714c565eed9f7e959783,Morpho API,Morpho API,2026-05-18T12:02:05.527507+00:00
