asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,6257778151.0,DefiLlama API
USDC,maple,Ethereum,4.79363,4.79363,0.0,3359391971.0,DefiLlama API
USYC,circle-usyc,BSC,2.95443,2.95443,,2861424242.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.2855,4.2855,,1788452373.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.83211,3.83211,,1022133280.0,DefiLlama API
USDT,maple,Ethereum,4.37169,4.37169,0.0,907733626.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.05363,3.05363,,858961908.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,742686342.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.80093,3.80093,,719884114.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.49014,3.49014,,559083284.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.49014,3.49014,,509482024.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.42777,,3.42777,508392741.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.60788,4.60788,0.0,468329717.0,DefiLlama API
USDC,jupiter-lend,Solana,4.42029,3.34457,1.07573,452527889.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.60795,4.60795,0.0,366759434.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358565624.0,DefiLlama API
USDD,justlend,Tron,3.97934,0.00052,3.97882,302887705.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.1,7.1,,296538710.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,4.35844,1.33038,3.02806,288323542.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.33891,2.33891,0.0,288323530.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257490912.0,DefiLlama API
