asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,6203921253.0,DefiLlama API
USDC,maple,Ethereum,4.74067,4.74067,0.0,3320015974.0,DefiLlama API
USYC,circle-usyc,BSC,2.92951,2.92951,,2863106870.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.70901,3.70901,,1809644535.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,994387796.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,2.08239,2.08239,,938896223.0,DefiLlama API
USDT,maple,Ethereum,4.1919,4.1919,0.0,917628637.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.49207,3.49207,,887812136.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.03552,3.03552,,827506555.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.46118,3.46118,,624870540.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.46099,3.46099,,602925934.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.15122,3.15122,,584847833.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.43704,,3.43704,507580710.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.57409,4.57409,0.0,458341206.0,DefiLlama API
USDC,jupiter-lend,Solana,4.89592,3.78986,1.10606,439582846.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.57337,4.57337,0.0,369310234.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358809398.0,DefiLlama API
USDD,justlend,Tron,3.99074,0.00051,3.99023,306851314.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.07,7.07,,299549519.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.61172,2.61172,0.0,273473119.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.18935,1.62188,3.56748,273473116.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,2.1738,2.1738,,258746805.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,256544918.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,251114017.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,232891771.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.65998,11.65998,,220174583.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,4.6928,1.58293,3.10987,214709998.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.561,1.561,0.0,214709903.0,DefiLlama API
