rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,41870282965.46164,-12.46064015,5932846582.927453,35937436382.53419
2,Coinbase Exchange,coinbase-exchange,1037072617.50057,-18.85067603,1037072617.50057,0.0
3,Upbit,upbit,654857359.4751514,-12.594432,654857359.4751514,0.0
6,OKX,okx,17574017472.467133,-13.0510811,1029909290.7374777,16544108181.729656
7,Bybit,bybit,11404034829.405125,-16.40162135,1383336441.4363015,10020698387.968824
8,Bitget,bitget,7644177697.360969,-13.33404149,1090006504.4943259,6554171192.866642
9,Gate,gate,9935808630.295347,-18.11441675,1026916334.9409428,8908892295.354404
12,KuCoin,kucoin,2961108608.376213,-10.49989664,1046987881.5931658,1914120726.7830472
15,MEXC,mexc,12463448306.126328,24.66519744,1033577385.5785502,11429870920.547777
21,HTX,htx,3356883410.639355,-14.66130577,1006557340.2728412,2350326070.3665137
