protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,1.8669702070784906,,1.84976,3.7290317455960538,48356978.0,,,67.36599208388215,199940554.0,179946498.6,48359676.112632416,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639104+00:00
Aave,Ethereum,USDS,0.08511220596303763,,0.08508,5.671773054114268,28963853.0,,,2.0561935385536714,49978977.0,34185620.268,28962209.041503504,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639154+00:00
Aave,Ethereum,PYUSD,3.8671899961520464,,3.79429,4.977340705820479,1830233.0,,,86.79230844763232,20997727.38,17998052.04,1830466.5057257963,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639646+00:00
Aave,Ethereum,USDT,2.5684204448205494,4.13,6.66711,3.562142866421294,84632337.0,,,80.50377295726827,2596594000.0,2336934600.0,479632533.7277016,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639062+00:00
Aave,Ethereum,USDC,3.7294294619269523,4.5,8.31559,4.505136372592477,46223020.0,,,92.32499135137945,2499140525.0,2249226472.5,155754416.77964723,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639111+00:00
Aave,Base,USDC,3.1510852265659923,,3.10429,4.238995924152888,30381848.0,,,83.03212672901036,229931202.4,206938082.16,30439379.60852486,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639145+00:00
Aave,Arbitrum,USDC,3.0829663287166107,,3.03304,3.948236030397327,21699817.0,,,87.12641284988158,249916025.0,224924422.5,21607929.95640242,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639186+00:00
Aave,Arbitrum,DAI,2.1466865052682493,,2.12395,4.0463452999489755,1075421.0,,,71.39910863322643,4897554.018,4407798.6162,1075183.842587854,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-25T12:02:36.639815+00:00
Spark,Ethereum,USDT,2.5,,2.5,,1314201447.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-05-25T12:02:36.638927+00:00
Spark,Ethereum,USDC,3.65,,3.65,,397625836.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-05-25T12:02:36.638971+00:00
Spark,Ethereum,USDS,2.23505,,2.23505,,153003328.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-05-25T12:02:36.639007+00:00
Spark,Ethereum,DAI,2.37317,,2.37317,,97295669.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,DefiLlama,DefiLlama,2026-05-25T12:02:36.639042+00:00
Spark,Ethereum,PYUSD,0.40136,,0.40136,,88336759.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-05-25T12:02:36.639053+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,,3442362.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-05-25T12:02:36.639493+00:00
Compound,Ethereum,USDS,3.2396065906895997,0.0,3.2396065906895997,3.9997164397968,2034457.1269327193,2034457.1269327193,1830801.772282684,89.98907208285387,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-05-25T12:02:48.318971+00:00
Spark,Arbitrum,USDS,3.65,,3.65,,358809398.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,9d499222-a01a-45bb-bbc9-f01c7923693b,DefiLlama,DefiLlama,2026-05-25T12:02:36.638978+00:00
Spark,Base,USDS,3.65,,3.65,,222528072.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,aa2d08c0-0abd-4dcf-be93-ff8ca89d01cd,DefiLlama,DefiLlama,2026-05-25T12:02:36.638993+00:00
Compound,Ethereum,USDC,3.63996569448,0.11604800523945917,3.756013699719459,4.450544559619201,332889527.659541,332889527.659541,300017197.77859,90.12514571351811,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-25T12:02:48.318876+00:00
Compound,Ethereum,USDT,2.6302996576799997,0.10167487870404866,2.7319745363840484,3.5295684360624,207244357.39255473,207244357.39255473,151420830.6578464,73.06387944626468,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-25T12:02:48.318932+00:00
Compound,Arbitrum,USDT,2.0616551137728,0.0,2.0616551137728,3.0907959897743997,19780934.82380653,19780934.82380653,11328188.485765893,57.2681976493779,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-05-25T12:02:48.319015+00:00
