exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,77331.3,77290.1,,,-0.0006394618899,8.0,-0.7002107694405,32503.312000000165,USDT
OKX,ETH,2112.79,2111.49,,,-0.0033483113576800003,8.0,-3.6664009366596,733535.9380000021,USDT
