source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.009188,3.3536199999999994,500000.0,VIP0,daily,2026-05-25T12:02:30.886474+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-05-25T12:02:31.924281+00:00
Backpack,USDT,0.010438302568540832,3.809980437517404,50000000.0,Public,annual,2026-05-25T12:02:33.978980+00:00
Binance,USDC,0.01167,4.25955,500000.0,VIP0,daily,2026-05-25T12:02:30.886702+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-05-25T12:02:31.924328+00:00
Backpack,USDC,0.00622809844312687,2.2732559317413075,300000000.0,Public,annual,2026-05-25T12:02:33.979037+00:00
Binance,BTC,0.001119,0.40843499999999994,100.0,VIP0,daily,2026-05-25T12:02:30.887098+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-05-25T12:02:31.924618+00:00
Backpack,BTC,0.0011425120616278513,0.4170169024941658,3000.0,Public,annual,2026-05-25T12:02:33.979090+00:00
Binance,ETH,0.006155000000000001,2.2465750000000004,2000.0,VIP0,daily,2026-05-25T12:02:30.887160+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-05-25T12:02:31.924631+00:00
Backpack,ETH,0.0028813674020026965,1.0516991017309842,20000.0,Public,annual,2026-05-25T12:02:33.979110+00:00
