asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,77485.09,76074.81,77600.0,76074.8,1.854,92.46590611067377,偏强震荡
ETH,ETHUSDT,2286.4,2259.59,2295.0,2245.82,1.186,82.5132167547785,偏强震荡
