protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDC,3.5395158519166587,,3.3733,4.282978117722451,153119499.0,,,92.15473226702282,4998168100.0,4498351290.0,151168129.87736648,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807176+00:00
Aave,Ethereum,USDT,4.157419643574224,,4.11882,5.003160902184676,140879159.0,,,92.70555322889977,5998321200.0,5398489080.0,141771490.97839272,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807188+00:00
Aave,Ethereum,USDS,0.9279435585639394,,0.92325,5.841081841024414,18419678.0,,,21.69434000846713,49977354.0,34184510.136,18405118.115151577,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807362+00:00
Aave,Ethereum,DAI,6.1425105815895105,,5.96124,8.94125945481269,8089660.0,,,92.81468197719019,199983796.0,179985416.4,8090291.082371945,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807482+00:00
Aave,Ethereum,PYUSD,3.2795611878340583,,3.22937,4.626969094923433,6181098.0,,,79.27013869007912,300034830.0,270031347.0,6192117.48348767,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807546+00:00
Aave,Base,USDC,3.4031068918394034,,3.34741,4.406102904081537,24232193.0,,,86.23577870548236,229912310.2,206921079.18,24252457.100345887,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807324+00:00
Aave,Arbitrum,USDC,3.8692526348709095,,3.87172,4.762961536179869,15024403.0,,,90.65298892073194,299905179.0,269914661.1,15181558.07588207,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.807392+00:00
Aave,Arbitrum,DAI,3.071210517289489,,3.02489,4.847641400633995,496735.0,,,85.20834513325138,4899020.0,4409118.0,496061.7942208768,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-01T12:01:24.808363+00:00
Spark,Ethereum,USDT,2.75,,2.75,,1136226378.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-05-01T12:01:24.807132+00:00
Spark,Ethereum,USDC,3.65,,3.65,,581679798.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-05-01T12:01:24.807145+00:00
