asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-30T14:00:00+00:00,76420.45,76597.51,76093.81,76301.24
BTC,BTCUSDT,2026-04-30T15:00:00+00:00,76301.25,76653.6,76163.16,76473.6
BTC,BTCUSDT,2026-04-30T16:00:00+00:00,76473.6,76484.6,76228.27,76261.03
BTC,BTCUSDT,2026-04-30T17:00:00+00:00,76261.04,76328.71,76111.0,76250.01
BTC,BTCUSDT,2026-04-30T18:00:00+00:00,76250.0,76468.84,76204.4,76350.0
BTC,BTCUSDT,2026-04-30T19:00:00+00:00,76350.0,76514.8,76308.33,76412.8
BTC,BTCUSDT,2026-04-30T20:00:00+00:00,76412.8,76568.9,76318.31,76492.46
BTC,BTCUSDT,2026-04-30T21:00:00+00:00,76492.45,76535.42,76240.78,76241.78
BTC,BTCUSDT,2026-04-30T22:00:00+00:00,76241.77,76449.16,76206.02,76237.06
BTC,BTCUSDT,2026-04-30T23:00:00+00:00,76237.07,76380.2,76217.96,76346.57
BTC,BTCUSDT,2026-05-01T00:00:00+00:00,76346.58,76591.0,76320.42,76458.05
BTC,BTCUSDT,2026-05-01T01:00:00+00:00,76458.06,76776.21,76449.5,76686.13
BTC,BTCUSDT,2026-05-01T02:00:00+00:00,76686.12,76744.6,76533.74,76592.54
BTC,BTCUSDT,2026-05-01T03:00:00+00:00,76592.54,77453.74,76555.06,77131.08
BTC,BTCUSDT,2026-05-01T04:00:00+00:00,77131.08,77206.38,76653.6,77042.44
BTC,BTCUSDT,2026-05-01T05:00:00+00:00,77042.44,77184.96,77033.91,77165.98
BTC,BTCUSDT,2026-05-01T06:00:00+00:00,77165.99,77179.53,76882.0,76993.48
BTC,BTCUSDT,2026-05-01T07:00:00+00:00,76993.49,77140.36,76957.04,77130.54
BTC,BTCUSDT,2026-05-01T08:00:00+00:00,77130.54,77500.0,77048.0,77377.47
BTC,BTCUSDT,2026-05-01T09:00:00+00:00,77377.48,77391.99,77200.15,77268.55
BTC,BTCUSDT,2026-05-01T10:00:00+00:00,77268.56,77433.72,77146.48,77304.34
BTC,BTCUSDT,2026-05-01T11:00:00+00:00,77303.8,77600.0,77263.66,77463.98
BTC,BTCUSDT,2026-05-01T12:00:00+00:00,77463.98,77490.59,77454.67,77485.09
ETH,ETHUSDT,2026-04-30T14:00:00+00:00,2263.9,2271.07,2245.82,2262.01
ETH,ETHUSDT,2026-04-30T15:00:00+00:00,2262.0,2275.13,2257.65,2265.7
ETH,ETHUSDT,2026-04-30T16:00:00+00:00,2265.7,2267.16,2255.8,2257.24
ETH,ETHUSDT,2026-04-30T17:00:00+00:00,2257.24,2260.47,2251.62,2258.14
ETH,ETHUSDT,2026-04-30T18:00:00+00:00,2258.13,2265.29,2254.55,2259.84
ETH,ETHUSDT,2026-04-30T19:00:00+00:00,2259.84,2267.09,2258.13,2261.99
ETH,ETHUSDT,2026-04-30T20:00:00+00:00,2261.98,2267.32,2260.56,2264.34
ETH,ETHUSDT,2026-04-30T21:00:00+00:00,2264.34,2264.65,2254.0,2256.29
ETH,ETHUSDT,2026-04-30T22:00:00+00:00,2256.29,2261.34,2252.42,2254.25
ETH,ETHUSDT,2026-04-30T23:00:00+00:00,2254.25,2259.01,2254.0,2257.51
ETH,ETHUSDT,2026-05-01T00:00:00+00:00,2257.51,2266.0,2257.21,2260.0
ETH,ETHUSDT,2026-05-01T01:00:00+00:00,2260.0,2270.56,2260.0,2267.75
ETH,ETHUSDT,2026-05-01T02:00:00+00:00,2267.75,2270.0,2265.0,2266.94
ETH,ETHUSDT,2026-05-01T03:00:00+00:00,2266.94,2295.0,2266.25,2282.87
ETH,ETHUSDT,2026-05-01T04:00:00+00:00,2282.87,2285.89,2277.56,2280.12
ETH,ETHUSDT,2026-05-01T05:00:00+00:00,2280.11,2286.75,2278.28,2283.26
ETH,ETHUSDT,2026-05-01T06:00:00+00:00,2283.26,2286.66,2272.09,2277.45
ETH,ETHUSDT,2026-05-01T07:00:00+00:00,2277.46,2281.1,2273.14,2279.48
ETH,ETHUSDT,2026-05-01T08:00:00+00:00,2279.5,2288.5,2277.44,2286.92
ETH,ETHUSDT,2026-05-01T09:00:00+00:00,2286.93,2287.1,2279.87,2282.07
ETH,ETHUSDT,2026-05-01T10:00:00+00:00,2282.08,2285.88,2277.06,2282.53
ETH,ETHUSDT,2026-05-01T11:00:00+00:00,2282.53,2293.0,2281.71,2286.45
ETH,ETHUSDT,2026-05-01T12:00:00+00:00,2286.46,2287.31,2285.67,2286.39
