asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001119,0.40843499999999994,60.0,taoli,2026-05-01T12:01:21.537284+00:00
ETH,0.0060609999999999995,2.212265,400.0,taoli,2026-05-01T12:01:21.537361+00:00
USDC,0.008386,3.06089,100000.0,taoli,2026-05-01T12:01:21.536808+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-05-01T12:01:21.535716+00:00
