asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5556563515.0,DefiLlama API
USYC,circle-usyc,BSC,3.18395,3.18395,,2792759598.0,DefiLlama API
USDC,maple,Ethereum,4.72313,4.72313,0.0,2676464089.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.11761,3.11761,,2093487730.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.57735,3.57735,,1120545536.0,DefiLlama API
USDT,maple,Ethereum,4.53382,4.53382,0.0,1046402786.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808943931.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.293,3.293,,799357466.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.23622,3.23622,,559058566.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,532858977.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.23622,3.23622,,508755703.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.91485,,2.91485,507346295.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.11508,4.11508,0.0,467870269.0,DefiLlama API
USDC,jupiter-lend,Solana,4.26458,3.14841,1.11617,420881785.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,358001552.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.11492,4.11492,0.0,354212302.0,DefiLlama API
USDD,justlend,Tron,4.06394,0.00048,4.06346,316250968.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.26,7.26,,269013725.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,241656477.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.50142,2.50142,0.0,238026089.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.46238,1.47034,3.99205,238026084.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.54648,3.54648,,231596694.0,DefiLlama API
USDC,fluid-lending,Ethereum,4.6,3.53,1.07,191108438.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.54629,3.54629,,189059697.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180322914.0,DefiLlama API
REUSD,re,Ethereum,6.67737,6.67737,,166398633.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.43808,1.93808,3.5,158438371.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.96453,1.96453,0.0,158438344.0,DefiLlama API
