symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,76182.0,1525308418031.0,-2.1287904026010382
ETH,Ethereum,2274.15,274436458704.0,-1.9936038476496565
USDT,Tether,0.999855,189703575764.0,-0.014064392799163761
XRP,XRP,1.38,85178363104.0,-2.2675641708338428
BNB,BNB,621.41,83754006984.0,-0.9572386797675612
USDC,USDC,0.999809,77620659366.0,-0.00418286256331244
SOL,Solana,83.37,48014313231.0,-2.1743108874492916
TRX,TRON,0.323355,30649710648.0,-0.6328873872602465
FIGR_HELOC,Figure Heloc,1.031,17627082991.0,1.2363687657019122
DOGE,Dogecoin,0.09857,15181573117.0,0.303049372424415
