asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.0011409999999999999,0.416465,60.0,taoli,2026-04-28T12:01:09.845557+00:00
ETH,0.005982,2.18343,400.0,taoli,2026-04-28T12:01:09.845599+00:00
USDC,0.00772,2.8178,100000.0,taoli,2026-04-28T12:01:09.845303+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-28T12:01:09.845151+00:00
