asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5418970566.0,DefiLlama API
USYC,circle-usyc,BSC,3.24489,3.24489,,2792030868.0,DefiLlama API
USDC,maple,Ethereum,4.82693,4.82693,0.0,2610689951.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.33104,5.33104,,2153448614.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.58484,3.58484,,1120222757.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.35448,3.35448,,904716460.0,DefiLlama API
USDT,maple,Ethereum,4.58881,4.58881,0.0,871388906.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808712015.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.24368,3.24368,,559053138.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,532179662.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.24368,3.24368,,508609569.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.20311,,3.20311,504308373.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.07048,4.07048,0.0,470965341.0,DefiLlama API
USDC,jupiter-lend,Solana,4.16169,3.05563,1.10606,425368038.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357943011.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.07022,4.07022,0.0,353553651.0,DefiLlama API
USDD,justlend,Tron,4.24673,0.00047,4.24627,322001368.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.09,7.09,,263457077.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,241804613.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.55396,3.55396,,231530549.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.9,2.41236,0.48764,231418435.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.8871,1.40558,4.48153,231414757.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.05,3.92,1.13,182462173.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180271330.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.55377,3.55377,,177066845.0,DefiLlama API
REUSD,re,Ethereum,6.55493,6.55493,,167517580.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,3.84438,3.5236,0.32078,159681974.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.91187,2.78601,1.12586,150727728.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.97802,3.53477,0.44324,149177112.0,DefiLlama API
USD1,lista-lending,BSC,0.75271,0.75271,0.0,138518639.0,DefiLlama API
USDT,justlend,Tron,1.4123,1.4123,0.0,127931834.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.68817,3.68817,,126546044.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124986198.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123942005.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.49,3.8,1.69,122466879.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,3.84336,3.52179,0.32158,121502057.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.4218,1.7218,3.7,118541652.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.75986,1.75986,0.0,118541634.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.27123,3.94896,0.32228,110824267.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,110564788.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,109922993.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.24489,3.24489,,109391077.0,DefiLlama API
STCUSD,cap,Ethereum,5.60924,,,102631385.0,DefiLlama API
USDT,venus-core-pool,BSC,1.97285,1.97285,0.0,94363936.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.25785,2.73668,2.52117,89549895.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.42201,6.42201,,84259878.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.29405,3.29405,,80346628.0,DefiLlama API
SDAI,sdai,Gnosis,4.30004,,,78583538.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,9.75492,9.75492,,74607343.0,DefiLlama API
U,lista-lending,BSC,0.32235,0.32235,0.0,69321862.0,DefiLlama API
GTUSDA,gauntlet,Base,4.77509,4.77509,,68079254.0,DefiLlama API
GTUSDT,morpho-blue,Katana,1.73557,1.33928,0.39629,64426082.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.14346,8.14346,,62456565.0,DefiLlama API
STUSDT,stusdt,Tron,3.58994,,,61011189.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,60413158.0,DefiLlama API
