source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008208,2.99592,100000.0,VIP0,daily,2026-04-28T12:01:09.845151+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-28T12:01:10.847095+00:00
Backpack,USDT,0.00914846782515501,3.3391907561815786,50000000.0,Public,annual,2026-04-28T12:01:13.828797+00:00
Binance,USDC,0.00772,2.8178,100000.0,VIP0,daily,2026-04-28T12:01:09.845303+00:00
OKX,USDC,0.00276,1.0074,1000000.0,Public,daily,2026-04-28T12:01:10.847148+00:00
Backpack,USDC,0.0042786991129990775,1.5617251762446633,300000000.0,Public,annual,2026-04-28T12:01:13.828878+00:00
Binance,BTC,0.0011409999999999999,0.416465,60.0,VIP0,daily,2026-04-28T12:01:09.845557+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-28T12:01:10.847389+00:00
Backpack,BTC,0.0010015125905728291,0.3655520955590826,3000.0,Public,annual,2026-04-28T12:01:13.828938+00:00
Binance,ETH,0.005982,2.18343,400.0,VIP0,daily,2026-04-28T12:01:09.845599+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-28T12:01:10.847399+00:00
Backpack,ETH,0.005488292146134254,2.0032266333390027,20000.0,Public,annual,2026-04-28T12:01:13.829011+00:00
