asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDU,unitas,Solana,12.41455,12.41455,,45623929.0,DefiLlama API
USDC,euler-v2,Ethereum,3.50209,3.50209,,42356539.0,DefiLlama API
EARNAUSD,upshift,Monad,10.10911,4.92415,5.18496,38133015.0,DefiLlama API
CRVUSD,curve-llamalend,Ethereum,0.81932,0.1917,0.62762,37530599.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,4.03,,,37342857.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37257765.0,DefiLlama API
USD1,dolomite,Ethereum,3.66637,3.66637,0.0,35957275.0,DefiLlama API
USDX,clearpool-lending,Flare,3.49899,3.49899,0.0,35305898.0,DefiLlama API
USCC,superstate-uscc,Solana,3.96093,3.96093,,35246897.0,DefiLlama API
YUSD,aegis,Ethereum,4.12,,,34700976.0,DefiLlama API
VBUSDC,yearn-finance,Katana,1.86808,1.86808,0.0,33151186.0,DefiLlama API
SCRVUSD,crvusd,Ethereum,4.23565,4.23565,,32490256.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,4.19,,,32425768.0,DefiLlama API
SYZUSD,yuzu-money,Plasma,7.18846,7.18846,,32364255.0,DefiLlama API
USDC,fluid-lending,Arbitrum,5.23,4.3,0.93,31374898.0,DefiLlama API
USDC,yearn-finance,Ethereum,3.57518,3.57518,0.0,31300493.0,DefiLlama API
