source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008594,3.1368099999999997,100000.0,VIP0,daily,2026-04-03T12:01:27.380480+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-03T12:01:28.563453+00:00
Backpack,USDT,0.00777160264487939,2.8366349653809775,50000000.0,Public,annual,2026-04-03T12:01:30.494729+00:00
Binance,USDC,0.008199000000000001,2.992635,100000.0,VIP0,daily,2026-04-03T12:01:27.380708+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-03T12:01:28.563511+00:00
Backpack,USDC,0.004099665492414374,1.4963779047312464,300000000.0,Public,annual,2026-04-03T12:01:30.494793+00:00
Binance,BTC,0.0011,0.40149999999999997,60.0,VIP0,daily,2026-04-03T12:01:27.381200+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-03T12:01:28.563784+00:00
Backpack,BTC,0.0005036956886275544,0.18384892634905733,3000.0,Public,annual,2026-04-03T12:01:30.494849+00:00
Binance,ETH,0.005764,2.1038599999999996,400.0,VIP0,daily,2026-04-03T12:01:27.381276+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-03T12:01:28.563795+00:00
Backpack,ETH,0.003359865324114581,1.2263508433018222,20000.0,Public,annual,2026-04-03T12:01:30.494869+00:00
