asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001084,0.39566,60.0,taoli,2026-04-09T12:01:05.680086+00:00
ETH,0.00656,2.3944,400.0,taoli,2026-04-09T12:01:05.680114+00:00
USDC,0.007679,2.802835,100000.0,taoli,2026-04-09T12:01:05.679912+00:00
USDT,0.008208,2.99592,100000.0,taoli,2026-04-09T12:01:05.679823+00:00
