asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd
BTC,BTCUSDT,2026-04-08T14:00:00+00:00,71600.0,71751.42,70707.23,70912.88
BTC,BTCUSDT,2026-04-08T15:00:00+00:00,70912.89,71349.05,70833.3,71310.0
BTC,BTCUSDT,2026-04-08T16:00:00+00:00,71309.99,71699.0,71250.93,71602.1
BTC,BTCUSDT,2026-04-08T17:00:00+00:00,71602.11,71963.94,71490.55,71888.19
BTC,BTCUSDT,2026-04-08T18:00:00+00:00,71888.19,71888.2,71085.22,71099.63
BTC,BTCUSDT,2026-04-08T19:00:00+00:00,71099.63,71372.22,71019.0,71318.48
BTC,BTCUSDT,2026-04-08T20:00:00+00:00,71318.47,71481.7,71267.91,71372.93
BTC,BTCUSDT,2026-04-08T21:00:00+00:00,71372.94,71748.0,71330.86,71551.39
BTC,BTCUSDT,2026-04-08T22:00:00+00:00,71551.4,71571.6,71064.84,71064.84
BTC,BTCUSDT,2026-04-08T23:00:00+00:00,71064.84,71204.0,70901.89,71069.93
BTC,BTCUSDT,2026-04-09T00:00:00+00:00,71069.93,71133.71,70650.0,70815.5
BTC,BTCUSDT,2026-04-09T01:00:00+00:00,70815.5,70956.7,70466.0,70928.89
BTC,BTCUSDT,2026-04-09T02:00:00+00:00,70928.9,71198.8,70816.36,71060.64
BTC,BTCUSDT,2026-04-09T03:00:00+00:00,71060.64,71124.05,70845.27,70992.39
BTC,BTCUSDT,2026-04-09T04:00:00+00:00,70992.37,71006.13,70734.77,70782.0
BTC,BTCUSDT,2026-04-09T05:00:00+00:00,70781.99,71087.12,70689.38,70984.0
BTC,BTCUSDT,2026-04-09T06:00:00+00:00,70983.99,71082.71,70809.94,71031.84
BTC,BTCUSDT,2026-04-09T07:00:00+00:00,71031.83,71116.0,70955.4,70982.01
BTC,BTCUSDT,2026-04-09T08:00:00+00:00,70982.01,71380.0,70865.42,71249.51
BTC,BTCUSDT,2026-04-09T09:00:00+00:00,71249.51,71575.0,71109.99,71534.68
BTC,BTCUSDT,2026-04-09T10:00:00+00:00,71534.69,71534.69,71276.44,71276.45
BTC,BTCUSDT,2026-04-09T11:00:00+00:00,71276.45,71350.0,71038.5,71150.17
BTC,BTCUSDT,2026-04-09T12:00:00+00:00,71150.17,71180.0,71150.16,71169.56
ETH,ETHUSDT,2026-04-08T14:00:00+00:00,2236.05,2240.94,2186.61,2195.22
ETH,ETHUSDT,2026-04-08T15:00:00+00:00,2195.23,2218.35,2193.46,2215.45
ETH,ETHUSDT,2026-04-08T16:00:00+00:00,2215.44,2225.41,2211.23,2220.76
ETH,ETHUSDT,2026-04-08T17:00:00+00:00,2220.77,2239.5,2213.03,2231.88
ETH,ETHUSDT,2026-04-08T18:00:00+00:00,2231.87,2232.65,2199.32,2201.41
ETH,ETHUSDT,2026-04-08T19:00:00+00:00,2201.4,2211.74,2197.7,2211.04
ETH,ETHUSDT,2026-04-08T20:00:00+00:00,2211.03,2216.66,2205.84,2209.81
ETH,ETHUSDT,2026-04-08T21:00:00+00:00,2209.81,2222.55,2207.9,2214.53
ETH,ETHUSDT,2026-04-08T22:00:00+00:00,2214.54,2215.15,2186.97,2189.87
ETH,ETHUSDT,2026-04-08T23:00:00+00:00,2189.86,2193.95,2179.78,2190.0
ETH,ETHUSDT,2026-04-09T00:00:00+00:00,2190.0,2193.79,2179.3,2183.03
ETH,ETHUSDT,2026-04-09T01:00:00+00:00,2183.03,2185.27,2162.0,2178.69
ETH,ETHUSDT,2026-04-09T02:00:00+00:00,2178.68,2185.5,2174.01,2181.69
ETH,ETHUSDT,2026-04-09T03:00:00+00:00,2181.69,2183.98,2175.6,2182.49
ETH,ETHUSDT,2026-04-09T04:00:00+00:00,2182.49,2182.49,2176.42,2177.64
ETH,ETHUSDT,2026-04-09T05:00:00+00:00,2177.64,2188.99,2175.6,2182.17
ETH,ETHUSDT,2026-04-09T06:00:00+00:00,2182.18,2186.13,2175.6,2181.51
ETH,ETHUSDT,2026-04-09T07:00:00+00:00,2181.52,2185.78,2180.02,2181.14
ETH,ETHUSDT,2026-04-09T08:00:00+00:00,2181.14,2190.72,2176.37,2186.37
ETH,ETHUSDT,2026-04-09T09:00:00+00:00,2186.36,2197.7,2179.72,2194.14
ETH,ETHUSDT,2026-04-09T10:00:00+00:00,2194.13,2196.22,2188.08,2190.7
ETH,ETHUSDT,2026-04-09T11:00:00+00:00,2190.69,2193.13,2178.31,2180.26
ETH,ETHUSDT,2026-04-09T12:00:00+00:00,2180.26,2181.04,2180.0,2180.44
