protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,USDT,2.1852929344249845,,2.14624,3.2843888626939997,1228316394.0,,,74.32690260943473,9499904715.0,8799911736.0,1215586218.6849504,True,False,False,6,审计成熟/头部流动性,1,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.841814+00:00
Aave,Ethereum,USDC,2.459203791317882,,2.42903,3.485213521721541,705506338.0,,,78.79451835768837,7499372925.0,6999414730.0,705207078.0674553,True,False,False,6,审计成熟/头部流动性,1,aa70268e-4b52-42bf-a116-608b370f9501,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.841891+00:00
Aave,Ethereum,PYUSD,1.5549643854784363,,1.54347,3.360539015888115,106449343.0,,,51.869423568943084,500075320.0,300045192.0,106477769.76183969,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.841979+00:00
Aave,Ethereum,USDS,0.08308834566750978,,0.08304,5.671353280468236,52892378.0,,,2.0074620513187678,79970368.0,75971849.6,52856762.02424412,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.842057+00:00
Aave,Ethereum,DAI,2.6203782409182823,,2.58663,4.424530347152558,29776350.0,,,79.66172373829963,199969142.0,179972227.8,29791273.62332421,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.842111+00:00
Aave,Arbitrum,USDC,1.5691129976240634,,1.55857,2.8116250128128746,98689536.0,,,62.38854210797944,512301956.986,386901477.958,98863740.1454277,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.841997+00:00
Aave,Base,USDC,2.751275725786997,,2.70695,3.959466375875725,80664266.0,,,77.66173303444486,685217047.776,485012066.8,80311872.7842889,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.842018+00:00
Aave,Arbitrum,DAI,1.899670786299405,,1.88183,3.8042562387212153,1517467.0,,,67.20616282820349,9814969.08275,7480976.43485,1518005.2593798963,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-04-09T12:01:08.842909+00:00
Spark,Ethereum,USDT,2.92,,2.92,,884306798.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-04-09T12:01:08.841877+00:00
Spark,Ethereum,USDC,3.75,,3.75,,391266301.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-04-09T12:01:08.841918+00:00
Spark,Ethereum,PYUSD,0.56266,,0.56266,,84432339.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-04-09T12:01:08.842010+00:00
Spark,Ethereum,USDS,2.55183,,2.55183,,30797414.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-04-09T12:01:08.842101+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,,3436946.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-04-09T12:01:08.842587+00:00
Compound,Ethereum,USDS,2.3262838759008,0.0,2.3262838759008,3.2949864809424003,2960998.299149149,2960998.299149149,1913367.7926713496,64.61899661374336,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-04-09T12:01:23.909765+00:00
Compound,Ethereum,USDC,2.502617300064,0.09809262691139226,2.6007099269753926,3.431047310424,374154563.5973101,374154563.5973101,260101603.7934678,69.51714726729764,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-04-09T12:01:23.909620+00:00
Compound,Ethereum,USDT,2.5369930821744,0.09872683209785028,2.6357199142722503,3.4575720476544003,202773302.8650789,202773302.8650789,142898503.0661204,70.47203009548953,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-04-09T12:01:23.909737+00:00
Compound,Arbitrum,USDT,1.7554922917344,0.0,1.7554922917344,2.8545573539664,20230627.464787703,20230627.464787703,9865198.661120363,48.763674861285466,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-04-09T12:01:23.910003+00:00
Compound,Arbitrum,USDC,2.3548412880864,0.0,2.3548412880864,3.3170216996016,20213258.950625177,20213258.950625177,13221950.508981157,65.41225807006583,,,,,,,9,成熟协议/资金利用率驱动,4,0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,DefiLlama+Compound API,"DefiLlama,Compound API",2026-04-09T12:01:23.909928+00:00
Compound,Base,USDC,3.0036779916048,0.0,3.0036779916048,3.817671306768,10297937.457092464,10297937.457092464,8592137.726411087,83.43549982011561,,,,,,,9,成熟协议/资金利用率驱动,4,0xb125e6687d4313864e53df431d5425969c15eb2f,DefiLlama+Compound API,"DefiLlama,Compound API",2026-04-09T12:01:23.910041+00:00
Morpho,Ethereum,PYUSD,0.0,0.0,0.0,0.0,10041450.360159185,10041450.360159185,0.0,0.0,,,,,,,9,需关注金库与奖励口径差异,4,0xf8c13c80ab8666c21fc5afa13105745cae7c1da13df596eb5054319f36655cc9,Morpho API,Morpho API,2026-04-09T12:01:37.056786+00:00
Compound,Base,USDS,2.0578125783168,0.0,2.0578125783168,3.4053820143408,1122600.173033151,1122600.173033151,427815.0377694011,38.10764036485047,,,,,,,9,成熟协议/资金利用率驱动,4,0x2c776041ccfe903071af44aa147368a9c8eea518,Compound API,Compound API,2026-04-09T12:01:23.910071+00:00
Morpho,Ethereum,USDT,1.9641394690598442,0.0,1.9641394690598442,2.3704781816266767,193522.6642888392,193522.6642888392,160694.06327920925,83.03630164959277,,,,,,,9,需关注金库与奖励口径差异,4,0xfb8315a8e5a80db41a33bb9f7d9eaf14e2110c1f2aebdba16383c07c19dc6e28,Morpho API,Morpho API,2026-04-09T12:01:37.056421+00:00
