symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,71152.0,1423998376713.0,-0.7323318517330945
ETH,Ethereum,2180.09,263117898287.0,-2.9760538146877735
USDT,Tether,0.999864,184088205695.0,-0.0051403648531983
BNB,BNB,602.52,82130860606.0,-1.675708784812777
XRP,XRP,1.33,81640527055.0,-3.504700988304288
USDC,USDC,0.999779,78288134171.0,-0.018635403717934727
SOL,Solana,82.18,47216863711.0,-2.675796621252603
TRX,TRON,0.317693,30107087327.0,-0.004239164480036465
FIGR_HELOC,Figure Heloc,1.032,17103808711.0,-0.07523193528369884
DOGE,Dogecoin,0.091682,14096495238.0,-2.69705568419723
