asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6463809767.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.54325,3.54325,,3503203269.0,DefiLlama API
USDC,maple,Ethereum,4.25187,4.25187,0.0,2739710225.0,DefiLlama API
USYC,circle-usyc,BSC,3.14161,3.14161,,2553085766.0,DefiLlama API
USDT,maple,Ethereum,3.65392,3.65392,0.0,1913282164.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.53336,3.53336,,1018217110.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,807244783.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.66907,3.66907,,648231611.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.19238,3.19238,,559018850.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,540933103.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.50246,3.50246,,525696922.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.19238,3.19238,,507686484.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.75613,,2.75613,505738394.0,DefiLlama API
USDC,jupiter-lend,Solana,3.59497,2.36752,1.22745,480889854.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357115893.0,DefiLlama API
USDD,justlend,Tron,4.49526,0.00097,4.49429,344801601.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,245177808.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.18,7.18,,228772716.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.48,2.55,0.93,209315755.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.75333,,,193270155.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,179972431.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,177992074.0,DefiLlama API
USD1,lista-lending,BSC,1.10256,1.10256,0.0,138438720.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.77213,4.77213,,134735030.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.49,2.97,1.52,128182812.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124969903.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123717139.0,DefiLlama API
USDT,justlend,Tron,1.6783,1.6783,0.0,122778462.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.50234,3.50234,,111178723.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.14161,3.14161,,110059446.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.27406,1.68803,4.58603,107926789.0,DefiLlama API
