asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend
BTC,BTCUSDT,71169.56,71717.33,72857.0,70466.0,-0.764,29.42534504391458,区间震荡
ETH,ETHUSDT,2180.44,2248.74,2270.55,2162.0,-3.037,16.987563334868746,偏弱，下行主导
