symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,77151.0,1545407649880.0,-0.28923875325029136
ETH,Ethereum,2113.86,255093093439.0,-0.6618703201867664
USDT,Tether,0.998983,189648708104.0,-2.4631719264207674e-05
BNB,BNB,647.46,87266068824.0,0.6865995116224084
XRP,XRP,1.36,84277142888.0,-0.06215378054587213
USDC,USDC,0.99982,76177522705.0,0.01683995656256819
SOL,Solana,85.54,49443236738.0,1.093062921655151
TRX,TRON,0.361121,34227776411.0,0.8623651498987923
FIGR_HELOC,Figure Heloc,1.035,18595367647.0,0.28841867878844063
DOGE,Dogecoin,0.104275,16089814527.0,0.6428385564329178
