exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
Binance,BTC,70888.27,70849.9,70890.20086957,-0.056849704297157966,-0.004826,8.0,-5.28447,92257.532,USDT
Binance,ETH,2185.57,2184.91,2185.6455814,-0.03365510887309812,0.005743,8.0,6.288584999999999,2186128.276,USDT
OKX,BTC,70892.2,70860.1,,,0.00816667333681,8.0,8.94250730380695,33875.56220000031,USDT
OKX,ETH,2185.81,2184.77,,,0.00945399532391,8.0,10.35212487968145,659334.4780000016,USDT
