symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,70942.0,1420066391187.0,-0.6702041035161392
ETH,Ethereum,2188.05,264184991316.0,-0.703059579432083
USDT,Tether,1.0,184441106529.0,-0.02165023994783801
BNB,BNB,597.46,81514289844.0,0.42245470042002653
XRP,XRP,1.33,81482979470.0,-0.5120584141157466
USDC,USDC,0.999864,78613925874.0,-0.008937418680436847
SOL,Solana,81.89,47046988364.0,-0.40322207702071855
TRX,TRON,0.321722,30487623664.0,-0.019588694314323845
FIGR_HELOC,Figure Heloc,1.04,17311391077.0,
DOGE,Dogecoin,0.090935,13984786785.0,-0.4523931883762231
