asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6359655693.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.58678,3.58678,,3440530552.0,DefiLlama API
USDC,maple,Ethereum,4.17964,4.17964,0.0,3429639135.0,DefiLlama API
USYC,circle-usyc,BSC,2.9241,2.9241,,2553521794.0,DefiLlama API
USDT,maple,Ethereum,3.6436,3.6436,0.0,1970776664.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.54115,3.54115,,1068410202.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,807553448.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.20152,3.20152,,642001232.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.20017,3.20017,,559022416.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,552137075.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.51024,3.51024,,525795754.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.72073,,2.72073,513911789.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.20017,3.20017,,507782482.0,DefiLlama API
USDC,jupiter-lend,Solana,3.62781,2.56219,1.06562,443532695.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357633268.0,DefiLlama API
USDD,justlend,Tron,4.51477,0.00094,4.51382,354847905.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,6.94,6.94,,248604313.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,244773331.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.75333,,,203485634.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.63,2.66,0.97,199254888.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180020207.0,DefiLlama API
USD1,lista-lending,BSC,0.72467,0.72467,0.0,138503000.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.39456,4.39456,,132922593.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.67,3.15,1.52,127314491.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124967663.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123764444.0,DefiLlama API
USDT,justlend,Tron,1.798,1.798,0.0,118767016.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.51013,3.51013,,111199624.0,DefiLlama API
USYC,circle-usyc,Ethereum,2.9241,2.9241,,110129172.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.18178,1.68824,4.49354,107907962.0,DefiLlama API
USDT,venus-core-pool,BSC,1.7314,1.7314,0.0,104507024.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,104253673.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.36797,1.8468,2.52117,99685991.0,DefiLlama API
