asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,,,5370408408.0,DefiLlama API
USYC,circle-usyc,BSC,3.03119,3.03119,,2791298024.0,DefiLlama API
USDC,maple,Ethereum,5.04371,5.04371,0.0,2630120592.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,5.3025,5.3025,,2164751649.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.58488,3.58488,,1119898543.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.33379,3.33379,,889667963.0,DefiLlama API
USDT,maple,Ethereum,5.15589,5.15589,0.0,887911575.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808557443.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.24376,3.24376,,559047685.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,531685526.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.24376,3.24376,,508462783.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.32086,,3.32086,504508650.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.21322,4.21322,0.0,469616716.0,DefiLlama API
USDC,jupiter-lend,Solana,4.41876,3.27226,1.1465,411176690.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,,,357801899.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.21364,4.21364,0.0,351194718.0,DefiLlama API
USDD,justlend,Tron,4.09628,0.00103,4.09526,321201509.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.1,7.1,,262001176.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,244105767.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.554,3.554,,231464107.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,2.73319,2.2497,0.48348,230901741.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.71873,1.23315,4.48558,230901719.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180236888.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.3,4.12,1.18,175426445.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.55381,3.55381,,171047748.0,DefiLlama API
REUSD,re,Ethereum,6.38797,6.38797,,167456100.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.52088,4.18496,0.33592,154518522.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.88695,2.78536,1.10158,152830026.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,3.57248,3.14781,0.42467,152528900.0,DefiLlama API
USD1,lista-lending,BSC,0.84463,0.84463,0.0,138566939.0,DefiLlama API
USDT,justlend,Tron,1.40721,1.40721,0.0,128012220.0,DefiLlama API
USCC,superstate-uscc,Ethereum,5.24455,5.24455,,126611606.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124967996.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123918315.0,DefiLlama API
USDT,fluid-lending,Ethereum,6.71,4.96,1.75,118340378.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.50041,4.16597,0.33444,117506201.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,5.66273,1.96273,3.7,112728171.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.96064,1.96064,0.0,112728151.0,DefiLlama API
STCUSD,cap,Ethereum,4.85738,,,111133801.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,110242996.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.64587,4.3098,0.33607,109456277.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.03119,3.03119,,109277167.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,99744801.0,DefiLlama API
USDT,venus-core-pool,BSC,1.97695,1.97695,0.0,94368358.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.34007,2.81889,2.52117,88158049.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.85256,6.85256,,84442673.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.17801,3.17801,,79708358.0,DefiLlama API
SDAI,sdai,Gnosis,4.37533,,,78888268.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,9.92463,9.92463,,73333513.0,DefiLlama API
