rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,57737510110.525024,72.47703544,8357174843.478614,49380335267.04641
2,Coinbase Exchange,coinbase-exchange,1512951964.0013483,116.62116451,1512951964.0013483,0.0
3,Upbit,upbit,888368196.6750982,21.47320284,888368196.6750982,0.0
6,OKX,okx,22748638304.522385,73.49116026,1722570351.8460174,21064845299.98106
7,Bybit,bybit,15863291758.458961,66.43675497,1829283804.3115916,14034007954.14737
8,Bitget,bitget,9996539642.625517,55.41530016,1276362683.2848873,8720176959.34063
9,Gate,gate,16603171374.008684,49.91470549,1839229850.4127696,14763941523.595915
10,KuCoin,kucoin,24360863214.519207,191.71696325,2306616371.1273623,22054246843.391846
14,MEXC,mexc,13039283944.808258,87.75303094,2646005845.8246393,10393278098.98362
20,HTX,htx,4133740345.8848996,60.15199291,1124972426.290424,3008767919.5944753
