symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,68488.0,1365007270221.0,1.8218329382972747
ETH,Ethereum,2009.29,241765568704.0,3.9057765891517118
USDT,Tether,0.999816,183866957080.0,-0.015157523899274748
BNB,BNB,633.71,86162308795.0,2.929814786364843
XRP,XRP,1.36,82962391211.0,0.5387005990490754
USDC,USDC,0.999905,77203193297.0,-0.012417644746086778
SOL,Solana,84.27,47993924900.0,2.5087634375107135
TRX,TRON,0.285196,27009986904.0,-0.497337857358266
FIGR_HELOC,Figure Heloc,1.024,16026442234.0,
DOGE,Dogecoin,0.091097,13932361295.0,2.496406967554198
