source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.009302,3.3952299999999997,100000.0,VIP0,daily,2026-04-08T12:01:03.995968+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-08T12:01:04.541104+00:00
Bybit,USDT,0.009301848,3.3951745200000003,8000000.0,No VIP,hourly,2026-04-08T12:01:05.366595+00:00
Backpack,USDT,0.006743756864002054,2.46147125536075,50000000.0,Public,annual,2026-04-08T12:01:05.973758+00:00
Binance,USDC,0.008727,3.185355,100000.0,VIP0,daily,2026-04-08T12:01:03.996060+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-08T12:01:04.541154+00:00
Bybit,USDC,0.0076607784,2.796184116,3500000.0,No VIP,hourly,2026-04-08T12:01:05.366613+00:00
Backpack,USDC,0.0041917946188744695,1.530005035889181,300000000.0,Public,annual,2026-04-08T12:01:05.973800+00:00
Bybit,USDE,0.013699099200000002,5.000171208000001,1013200.0,No VIP,hourly,2026-04-08T12:01:05.366670+00:00
Binance,BTC,0.0010689999999999999,0.39018499999999995,60.0,VIP0,daily,2026-04-08T12:01:03.996246+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-08T12:01:04.541470+00:00
Bybit,BTC,0.0010692264,0.39026763600000003,300.0,No VIP,hourly,2026-04-08T12:01:05.366673+00:00
Backpack,BTC,0.0004403543341783003,0.1607293319750796,3000.0,Public,annual,2026-04-08T12:01:05.973841+00:00
Binance,ETH,0.006685,2.440025,400.0,VIP0,daily,2026-04-08T12:01:03.996276+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-08T12:01:04.541485+00:00
Bybit,ETH,0.006508552799999999,2.3756217719999997,2000.0,No VIP,hourly,2026-04-08T12:01:05.366676+00:00
Backpack,ETH,0.003657729571553763,1.3350712936171234,20000.0,Public,annual,2026-04-08T12:01:05.973855+00:00
