rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,77229800176.13779,43.72783638,10298261639.0514,66931538537.08639
2,Coinbase Exchange,coinbase-exchange,2361876880.7062845,33.55217152,2361876880.7062845,0.0
3,Upbit,upbit,1238953624.6179945,-4.56994659,1238953624.6179945,0.0
6,OKX,okx,30221238766.742138,42.70620348,2151673774.6588173,28113084644.937428
7,Bybit,bybit,21631333321.480606,44.93291181,2557927111.238326,19073406210.24228
8,Bitget,bitget,12682324902.928991,45.0283301,1252075088.2882025,11430249814.640789
9,Gate,gate,18866727429.455044,36.82044406,2293899239.7687535,16572828189.68629
10,KuCoin,kucoin,5576784279.898677,50.20507183,2625671448.43005,2951112831.4686265
12,MEXC,mexc,19093085785.615738,42.44872939,2170887046.441378,16922198739.17436
21,HTX,htx,5459564479.731881,26.3284018,1915464902.6910431,3544099577.040838
