asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.0010689999999999999,0.39018499999999995,60.0,taoli,2026-04-08T12:01:03.996246+00:00
ETH,0.006685,2.440025,400.0,taoli,2026-04-08T12:01:03.996276+00:00
USDC,0.008727,3.185355,100000.0,taoli,2026-04-08T12:01:03.996060+00:00
USDT,0.009302,3.3952299999999997,100000.0,taoli,2026-04-08T12:01:03.995968+00:00
