asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.6,3.6,,5305848703.0,DefiLlama API
USDC,maple,Ethereum,4.87902,4.87902,0.0,3332164098.0,DefiLlama API
USYC,circle-usyc,BSC,3.05205,3.05205,,2921721538.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.95502,3.95502,,1567826967.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1106418945.0,DefiLlama API
USDT,maple,Ethereum,4.06583,4.06583,0.0,1011862744.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.43724,3.43724,,902710371.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,2.01661,2.01661,,870987415.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.46828,3.46828,,831722423.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.1275,3.1275,,821862489.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.25391,3.25391,,677070517.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.43717,3.43717,,630544936.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,532218385.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.43122,,2.43122,507829210.0,DefiLlama API
USDD,justlend-v1,Tron,3.99011,0.00066,3.98944,444759797.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.28643,4.28643,0.0,424570225.0,DefiLlama API
USDC,jupiter-lend,Solana,4.58481,3.85215,0.73266,415098972.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,1.85198,1.85198,,372772416.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.29251,4.29251,0.0,364496649.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.6,3.6,,360365013.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,4.86883,1.89477,2.97406,327980388.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.54,7.54,,316835079.0,DefiLlama API
USDS,sky-lending,Ethereum,8.90025,,8.90025,284911878.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.00687,2.42347,3.5834,266618423.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,1.85198,1.85198,,260093732.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257482258.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.1275,3.1275,,245659482.0,DefiLlama API
USDG,maple,Ethereum,4.95665,4.95665,0.0,220218666.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,215218031.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181418359.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.44924,2.67326,2.77598,171306851.0,DefiLlama API
REUSD,re,Ethereum,6.16997,6.16997,,156934488.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,14.33534,14.33534,,146035634.0,DefiLlama API
USD1,lista-lending,BSC,0.71989,0.71989,0.0,137867278.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137326975.0,DefiLlama API
