protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Aave,Ethereum,DAI,2.726179200218585,,2.68978,4.513750851593764,23055690.0,,,81.23317262788113,199981204.0,179983083.6,23068799.319967724,False,False,False,6,审计成熟/头部流动性,1,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.424006+00:00
Aave,Ethereum,USDS,0.12858297559482565,,0.1285,5.680773280851691,18995040.0,,,3.1009764492417125,49981652.0,34187449.968,18994862.262221485,False,False,False,6,审计成熟/头部流动性,1,e65588a1-27ad-4e20-9232-68a6cfaccf63,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.424029+00:00
Aave,Ethereum,PYUSD,3.518012030606335,,3.45754,4.772638199645389,2612825.0,,,82.40052613397782,20997338.46,17997718.68,2613251.5169516895,True,False,False,6,审计成熟/头部流动性,1,d118f505-e75f-4152-bad3-49a2dc7482bf,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.424370+00:00
Aave,Ethereum,USDT,2.7084362312010275,4.23,6.90235,3.658404864759033,81446571.0,,,82.64065275575771,2597140000.0,2337426000.0,415492504.3680903,True,False,False,7,审计成熟/头部流动性,2,a90d554a-b548-4f50-b03e-9dcb724b7777,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.423895+00:00
Aave,Ethereum,USDC,3.9303456439540643,4.51,8.22339,4.739380427986687,46147373.0,,,92.50410670815862,2499225000.0,2249302500.0,152451464.5031262,True,False,False,7,审计成熟/头部流动性,2,6f00d46b-8735-49ae-9ced-2a0fccc56ad0,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.423938+00:00
Aave,Base,USDC,3.202973423815772,,3.14696,4.273935698171808,29305901.0,,,83.70238886694563,229924100.0,206931690.0,29146966.240946066,True,False,False,6,审计成熟/头部流动性,2,7e0661bf-8cf3-45e6-9424-31916d4c7b84,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.423972+00:00
Aave,Arbitrum,USDC,2.973230185246146,,2.93021,3.8770326732236597,23942584.0,,,85.58466468946055,249935000.0,224941500.0,23955256.869408444,True,False,False,6,审计成熟/头部流动性,2,d9fa8e14-0447-4207-9ae8-7810199dfa1f,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.423995+00:00
Aave,Arbitrum,DAI,2.138353807161125,,2.11581,4.038412085712458,1080527.0,,,71.2619675402707,4899685.812,4409717.2308,1080734.064753864,False,False,False,6,审计成熟/头部流动性,2,a8e3d841-2788-4647-ad54-5a36fac451b1,DefiLlama+Aave API,"DefiLlama,Aave API",2026-05-23T12:02:01.424611+00:00
Spark,Ethereum,USDT,2.5,,2.5,,1315953174.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,a5d67f7e-5b51-4a9d-969d-caf051a7f5a4,DefiLlama,DefiLlama,2026-05-23T12:02:01.423762+00:00
Spark,Ethereum,USDC,3.65,,3.65,,386636313.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-05-23T12:02:01.423806+00:00
Spark,Ethereum,USDS,2.23504,,2.23504,,150073242.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,0ed981dc-b49d-426d-ade5-6014728b1ef9,DefiLlama,DefiLlama,2026-05-23T12:02:01.423848+00:00
