rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,61224217799.417435,24.25969976,9056831821.340557,52167385978.07688
2,Coinbase Exchange,coinbase-exchange,1480030858.9966369,-1.90062794,1480030858.9966369,0.0
3,Upbit,upbit,1044631051.3519812,38.218689,1044631051.3519812,0.0
6,OKX,okx,25314478080.288788,32.78787171,1674029908.815547,23640448171.473244
7,Bybit,bybit,17126886806.19876,28.21651344,2157976954.858804,14968909851.339954
8,Bitget,bitget,11389568587.109348,39.14821541,1442660283.638072,9946908303.471277
9,Gate,gate,14574645047.532246,33.66143397,1794388868.161674,12780256179.370571
10,KuCoin,kucoin,4023897799.5740724,19.70408073,1239320270.4674692,2784577529.106603
13,MEXC,mexc,15209524216.107971,-25.85840663,1405896837.8099165,13803627378.298054
21,HTX,htx,5128897145.835333,53.90375158,1380133982.6788554,3748763163.1564775
