source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008912999999999999,3.2532449999999997,500000.0,VIP0,daily,2026-05-23T12:01:56.262555+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-05-23T12:01:57.229466+00:00
Backpack,USDT,0.010663115404016361,3.8920371224659718,50000000.0,Public,annual,2026-05-23T12:01:58.991946+00:00
Binance,USDC,0.011139,4.065735,500000.0,VIP0,daily,2026-05-23T12:01:56.262789+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-05-23T12:01:57.229516+00:00
Backpack,USDC,0.006222448088656762,2.271193552359718,300000000.0,Public,annual,2026-05-23T12:01:58.992021+00:00
Binance,BTC,0.001119,0.40843499999999994,100.0,VIP0,daily,2026-05-23T12:01:56.263326+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-05-23T12:01:57.229702+00:00
Backpack,BTC,0.001437498586407785,0.5246869840388415,3000.0,Public,annual,2026-05-23T12:01:58.992076+00:00
Binance,ETH,0.005967,2.1779550000000003,2000.0,VIP0,daily,2026-05-23T12:01:56.263410+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-05-23T12:01:57.229711+00:00
Backpack,ETH,0.0029363790364427987,1.0717783483016214,20000.0,Public,annual,2026-05-23T12:01:58.992091+00:00
