asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.65,3.65,,6212799302.0,DefiLlama API
USDC,maple,Ethereum,4.76437,4.76437,0.0,3269438541.0,DefiLlama API
USYC,circle-usyc,BSC,3.14162,3.14162,,2863106870.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.72973,3.72973,,1799771038.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,993574100.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.56591,3.56591,,938854023.0,DefiLlama API
USDT,maple,Ethereum,4.22797,4.22797,0.0,898465258.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.49207,3.49207,,887812136.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.27936,3.27936,,819844797.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.46118,3.46118,,624870540.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.46099,3.46099,,602925934.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.15122,3.15122,,584847833.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.40068,,3.40068,507551551.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.20822,4.20822,0.0,465815320.0,DefiLlama API
USDC,jupiter-lend,Solana,4.60598,3.51003,1.09595,445021872.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.2083,4.2083,0.0,374945901.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.65,3.65,,358698269.0,DefiLlama API
USDD,justlend,Tron,4.00656,0.00051,4.00604,305640047.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.07,7.07,,299465208.0,DefiLlama API
SENPYUSD,morpho-blue,Ethereum,3.09175,3.09175,0.0,268351494.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,6.54444,2.90886,3.63558,268351491.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.71791,3.71791,,258781627.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,256495886.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,251114017.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,233223819.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,4.82949,1.69051,3.13898,212692003.0,DefiLlama API
SENRLUSD,morpho-blue,Ethereum,1.75589,1.75589,0.0,212691966.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,12.19995,12.19995,,210399496.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.09,4.12,0.97,202719480.0,DefiLlama API
REUSD,re,Ethereum,6.09829,6.09829,,190226510.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180905723.0,DefiLlama API
USDC,centrifuge-protocol,Ethereum,3.71791,3.71791,,172730978.0,DefiLlama API
USCC,superstate-uscc,Ethereum,5.15396,5.15396,,146695060.0,DefiLlama API
USD1,lista-lending,BSC,1.36424,1.36424,0.0,138485093.0,DefiLlama API
USDT,fluid-lending,Ethereum,3.43,1.97,1.46,135105316.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,128894789.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.58495,3.58495,,128639315.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,124238505.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.14162,3.14162,,119567936.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,116511161.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.13917,4.13917,0.0,113979030.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.15122,3.15122,,110132904.0,DefiLlama API
SUSDAT,saturn,Ethereum,19.06688,19.06688,,107958016.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,4.96746,1.56746,3.4,105225301.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.26132,4.26132,0.0,99132294.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.51641,2.51641,0.0,94834516.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.92776,3.40659,2.52117,92879566.0,DefiLlama API
USDT,venus-core-pool,BSC,1.95775,1.95775,0.0,91569307.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,89419420.0,DefiLlama API
STCUSD,cap,Ethereum,5.81751,,,87095187.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.14581,2.50725,0.63857,80726615.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,4.45519,4.45519,,79605738.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,78130036.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.55866,8.55866,,76559574.0,DefiLlama API
U,lista-lending,BSC,0.44683,0.44683,0.0,75983706.0,DefiLlama API
SDAI,sdai,Gnosis,4.13401,4.13401,,74385958.0,DefiLlama API
GTUSDA,gauntlet,Base,4.28679,4.28679,,66822424.0,DefiLlama API
USDT,justlend,Tron,2.09884,2.09884,0.0,65907823.0,DefiLlama API
SFRAX,frax,Ethereum,1.24981,1.24981,,65056976.0,DefiLlama API
STUSDT,stusdt,Tron,3.55739,,,62995717.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.0,3.0,0.0,59881990.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.20076,3.20076,,59008481.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.87741,0.87741,,56894847.0,DefiLlama API
