exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,74784.7,74744.0,,,0.00167535164089,8.0,1.83451004677455,35058.60580000025,USDT
OKX,ETH,2031.07,2029.99,,,0.004435952216079999,8.0,4.8573676766076,845509.4920000024,USDT
