month,total_tvl_usd,ethereum_tvl_usd,solana_tvl_usd,bsc_tvl_usd,bitcoin_tvl_usd,base_tvl_usd,others_tvl_usd,ethereum_share_pct,solana_share_pct,bsc_share_pct,bitcoin_share_pct,base_share_pct,others_share_pct
2026-03,92289705942.0,52491954178.0,6163870693.0,5349347104.0,4541195859.0,3974394839.0,19768943269.0,56.877366378205686,6.678827969041011,5.79625544300881,4.920587635043437,4.30643352737274,21.42052904732832
