asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001119,0.40843499999999994,60.0,taoli,2026-05-16T12:02:16.130796+00:00
ETH,0.005568,2.03232,400.0,taoli,2026-05-16T12:02:16.130880+00:00
USDC,0.008338,3.04337,100000.0,taoli,2026-05-16T12:02:16.130292+00:00
USDT,0.00845,3.08425,100000.0,taoli,2026-05-16T12:02:16.130055+00:00
