rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,56617206646.62347,-23.56550996,8589838847.163678,48027367799.459785
2,Coinbase Exchange,coinbase-exchange,1563270632.2648318,-36.16851544,1563270632.2648318,0.0
3,Upbit,upbit,1055263519.1038215,-1.70396963,1055263519.1038215,0.0
6,OKX,okx,22272272210.28144,-21.3973385,1642605494.9819462,20629666715.299496
7,Bybit,bybit,14754070670.363008,-27.56702251,2010911786.4176757,12743158883.945332
8,Bitget,bitget,9670115793.47323,-18.87675831,1064481658.9515415,8605634134.521688
9,Gate,gate,13684383402.743004,-23.66718182,1534553548.8844721,12149829853.85853
10,KuCoin,kucoin,3504429849.353793,-15.10611005,1391377498.2480848,2113052351.1057081
13,MEXC,mexc,16233114611.16632,-38.51310276,1038850928.5291479,15194263682.637173
21,HTX,htx,4691519509.170792,-14.27174612,1270565319.019646,3420954190.151146
