id,symbol,name,start_price_usd,end_price_usd,monthly_change_pct
bitcoin,btc,Bitcoin,66748.1301468346,78738.0,17.962855029481297
ethereum,eth,Ethereum,2050.431557273383,2327.57,13.516103073206198
ripple,xrp,XRP,1.3240093377412612,1.4,5.739435523043779
binancecoin,bnb,BNB,585.4514932818594,619.97,5.896048966352555
solana,sol,Solana,79.3624395896664,84.35,6.284535148013555
tron,trx,TRON,0.31388600386086607,0.337684,7.581732172321619
dogecoin,doge,Dogecoin,0.09130379866016448,0.108647,18.995049049807264
whitebit,wbt,WhiteBIT Coin,51.10715602298542,58.76,14.974114336498634
hyperliquid,hype,Hyperliquid,35.69480758833132,40.92,14.63852242020993
leo-token,leo,LEO Token,10.085435704207656,10.32,2.325772556305945
