asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
JUPUSD,jupiter-lend,Solana,5.1458,3.64467,1.50112,71985252.0,DefiLlama API
USDT,venus-core-pool,BSC,2.24693,2.24693,0.0,71812363.0,DefiLlama API
USDC,accountable,Monad,17.84185,17.6,0.24185,69598430.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.88443,6.88443,,69538658.0,DefiLlama API
USD3,3jane-lending,Ethereum,6.60094,6.60094,,66805298.0,DefiLlama API
STCUSD,cap,Ethereum,5.2283,,,63861089.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.2607,2.4502,0.8105,63629077.0,DefiLlama API
STUSDT,stusdt,Tron,3.49114,,,58567288.0,DefiLlama API
SDAI,sdai,Gnosis,4.58745,4.58745,,58209677.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,8.5,,,54272019.0,DefiLlama API
GTUSDA,gauntlet,Base,4.75835,4.75835,,52957292.0,DefiLlama API
USDC,centrifuge-protocol,Base,2.57276,2.57276,,50181822.0,DefiLlama API
U,lista-lending,BSC,1.20357,1.20357,0.0,49914003.0,DefiLlama API
USDT0,fluid-lending,Plasma,5.17,4.73,0.44,48121093.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.1029,3.1029,,47963270.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,2.38044,2.36535,0.01509,45430521.0,DefiLlama API
SUSDU,unitas,BSC,9.94007,9.94007,,41286801.0,DefiLlama API
SPARKUSDTBC,morpho-blue,Ethereum,2.4931,2.4931,0.0,38968777.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.87461,0.70488,4.16973,38684317.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.62473,5.62473,,38102789.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,4.61745,4.61745,0.0,38052251.0,DefiLlama API
USDC,goldfinch,Ethereum,9.99874,9.99874,,36721240.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.81,,,36415767.0,DefiLlama API
VUSD,curvance,Monad,0.78228,0.0,0.78228,36044739.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,4.41259,4.37723,0.03536,35753917.0,DefiLlama API
USDC,fluid-lending,Arbitrum,5.25,5.25,,35538204.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,5.00351,,,35136926.0,DefiLlama API
USDC,fluid-lite,Ethereum,8.61,,,34825324.0,DefiLlama API
CTDEFIUSDT,concrete,Ethereum,1.60857,1.60857,,34358251.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,6.01,,,34129815.0,DefiLlama API
HYPERUSDCA,morpho-blue,Ethereum,4.82686,4.77991,0.04694,33758570.0,DefiLlama API
PLASMAUSD,veda,Plasma,4.00598,4.00598,,33234863.0,DefiLlama API
USDC,centrifuge-protocol,Plume Mainnet,4.51702,4.51702,,33005718.0,DefiLlama API
SFRXUSD,frax,Ethereum,4.09942,4.09942,,32457239.0,DefiLlama API
USCC,bitwise-uscc,Ethereum,2.88028,2.88028,,31912695.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,5.40854,5.40854,,30606953.0,DefiLlama API
GUSDTQ,morpho-blue,Ethereum,2.77478,2.77478,0.0,30580923.0,DefiLlama API
USDT,justlend-v1,Tron,3.58564,3.58564,0.0,30340362.0,DefiLlama API
