symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,64406.0,1292120320693.0,0.5093159922640258
ETH,Ethereum,1869.08,225680469912.0,1.2580878688243158
USDT,Tether,0.999248,184083164784.0,-0.006388402642043343
BNB,BNB,567.28,75580605532.0,-0.4022250735049855
USDC,USDC,0.999827,73281546182.0,-0.010152641509522066
XRP,XRP,1.096,68470616213.0,0.6844879902027942
SOL,Solana,76.01,44296553531.0,1.4505167822186034
TRX,TRON,0.327106,31034315905.0,1.1395348109581722
FIGR_HELOC,Figure Heloc,1.042,20952499096.0,1.491431940323245
HYPE,Hyperliquid,61.03,13575938320.0,3.7552682300488383
