exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,66093.6,66056.2,,,-0.0018637913709999999,8.0,-2.0408515512450003,31439.038400000187,USDT
OKX,ETH,2030.17,2029.0,,,0.00808048480363,8.0,8.848130859974852,735052.6090000011,USDT
