source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.008824,3.2207599999999994,100000.0,VIP0,daily,2026-04-02T12:23:38.613910+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-04-02T12:23:39.836755+00:00
Backpack,USDT,0.007652618180545687,2.7932056358991755,50000000.0,Public,annual,2026-04-02T12:23:41.669235+00:00
Binance,USDC,0.008341,3.044465,100000.0,VIP0,daily,2026-04-02T12:23:38.614225+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-04-02T12:23:39.836792+00:00
Backpack,USDC,0.004126088585564647,1.5060223337310963,300000000.0,Public,annual,2026-04-02T12:23:41.669284+00:00
Binance,BTC,0.001109,0.40478500000000006,60.0,VIP0,daily,2026-04-02T12:23:38.615481+00:00
OKX,BTC,0.00276,1.0074,175.0,Public,daily,2026-04-02T12:23:39.836985+00:00
Backpack,BTC,0.0005320965696161855,0.19421524790990768,3000.0,Public,annual,2026-04-02T12:23:41.669318+00:00
Binance,ETH,0.005692,2.07758,400.0,VIP0,daily,2026-04-02T12:23:38.615567+00:00
OKX,ETH,0.005496,2.00604,7000.0,Public,daily,2026-04-02T12:23:39.836994+00:00
Backpack,ETH,0.0031771665884860554,1.1596658047974102,20000.0,Public,annual,2026-04-02T12:23:41.669330+00:00
