asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001109,0.40478500000000006,60.0,taoli,2026-04-02T12:23:38.615481+00:00
ETH,0.005692,2.07758,400.0,taoli,2026-04-02T12:23:38.615567+00:00
USDC,0.008341,3.044465,100000.0,taoli,2026-04-02T12:23:38.614225+00:00
USDT,0.008824,3.2207599999999994,100000.0,taoli,2026-04-02T12:23:38.613910+00:00
