asset,daily_rate_pct,annual_rate_pct,borrow_limit,source,updated_at_utc
BTC,0.001052,0.38397999999999993,100.0,taoli,2026-07-17T12:03:09.527341+00:00
ETH,0.006586,2.4038899999999996,2000.0,taoli,2026-07-17T12:03:09.527421+00:00
USDC,0.011758,4.29167,500000.0,taoli,2026-07-17T12:03:09.526833+00:00
USDT,0.010226,3.7324900000000003,500000.0,taoli,2026-07-17T12:03:09.526590+00:00
