rank,name,slug,volume24h_usd,change_24h_pct,spot24h_usd,deriv24h_usd
1,Binance,binance,59434521564.02052,-3.147008,6550472158.286917,52884049405.733604
2,Coinbase Exchange,coinbase-exchange,993990288.2091644,-14.0946742,993990288.2091644,0.0
3,Upbit,upbit,447950003.13313544,-15.40737656,447950003.13313544,0.0
6,OKX,okx,22933413549.55823,-5.60518761,1131685883.8237302,21801727665.7345
7,Bybit,bybit,12766160633.337858,-1.01373564,1611493938.8396091,11154666694.49825
8,Bitget,bitget,8156585079.703895,-6.70712282,589395108.5209073,7567189971.182987
9,Gate,gate,11516457493.786322,-12.83814822,1195947610.6094902,10320509883.17683
10,KuCoin,kucoin,2443546921.752338,-14.53050531,859653875.3515476,1583893046.4007902
16,MEXC,mexc,13517442058.536942,4.64318676,1264776438.1625557,12252665620.374386
20,HTX,htx,2830023072.1091466,1.4902996,1131073683.7865949,1698949388.3225515
