exchange,asset,spot_price_usd,mark_price_usd,index_price_usd,basis_pct,funding_rate_pct,funding_interval_hours,annual_funding_pct,open_interest_contracts,quote_ccy
OKX,BTC,63310.3,63273.4,,,-0.00079376952563,8.0,-0.86917763056485,31699.990800000214,USDT
OKX,ETH,1839.12,1838.0,,,0.00202137075674,8.0,2.2134009786303,736304.050000003,USDT
