source,asset,daily_rate_pct,annual_rate_pct,borrow_limit,tier,rate_basis,updated_at_utc
Binance,USDT,0.010226,3.7324900000000003,500000.0,VIP0,daily,2026-07-17T12:03:09.526590+00:00
OKX,USDT,0.0068639999999999994,2.50536,5000000.0,Public,daily,2026-07-17T12:03:10.536828+00:00
Backpack,USDT,0.009990287873524935,3.6464550738366013,50000000.0,Public,annual,2026-07-17T12:03:12.350293+00:00
Binance,USDC,0.011758,4.29167,500000.0,VIP0,daily,2026-07-17T12:03:09.526833+00:00
OKX,USDC,0.0068639999999999994,2.50536,1000000.0,Public,daily,2026-07-17T12:03:10.536882+00:00
Backpack,USDC,0.005998096720032663,2.1893053028119223,300000000.0,Public,annual,2026-07-17T12:03:12.350371+00:00
Binance,BTC,0.001052,0.38397999999999993,100.0,VIP0,daily,2026-07-17T12:03:09.527341+00:00
OKX,BTC,0.001392,0.50808,175.0,Public,daily,2026-07-17T12:03:10.537362+00:00
Backpack,BTC,0.001212094389333903,0.4424144521068746,3000.0,Public,annual,2026-07-17T12:03:12.350427+00:00
Binance,ETH,0.006586,2.4038899999999996,2000.0,VIP0,daily,2026-07-17T12:03:09.527421+00:00
OKX,ETH,0.004128,1.5067199999999998,7000.0,Public,daily,2026-07-17T12:03:10.537382+00:00
Backpack,ETH,0.0019709577670760743,0.7193995849827671,20000.0,Public,annual,2026-07-17T12:03:12.350443+00:00
