asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.6,3.6,,4777999949.0,DefiLlama API
USDC,maple,Ethereum,4.82714,4.82714,0.0,3307025657.0,DefiLlama API
USYC,circle-usyc,BSC,3.15224,3.15224,,2911920642.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.91216,3.91216,,1584684191.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107431651.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.54081,3.54081,,962370839.0,DefiLlama API
USDT,maple,Ethereum,4.10038,4.10038,0.0,932658880.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.50994,3.50994,,907217729.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.50235,3.50235,,869509565.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.1998,3.1998,,821871547.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.40314,3.40314,,658840409.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,532822849.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.39236,,2.39236,508738991.0,DefiLlama API
USDC,jupiter-lend,Solana,4.19179,3.48934,0.70245,429666220.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.27049,4.27049,0.0,426150166.0,DefiLlama API
USDD,justlend-v1,Tron,3.97973,0.00071,3.97902,416332234.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.27299,4.27299,0.0,373189592.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,3.03552,3.03552,,373047444.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.50971,3.50971,,361074769.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.6,3.6,,360662196.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.22,7.22,,328092654.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,4.99244,2.01532,2.97711,327586276.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.01414,2.56014,3.454,271473146.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,3.03552,3.03552,,260281130.0,DefiLlama API
