symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,63266.0,1268958546100.0,-1.4454270753876441
ETH,Ethereum,1837.85,221798641361.0,-2.429195078771655
USDT,Tether,0.99912,184044624129.0,-0.004325571438094049
BNB,BNB,564.16,75059706193.0,-2.333735783905323
USDC,USDC,1.0,73217764816.0,0.011859880502768842
XRP,XRP,1.084,67691776533.0,-2.2154638298775766
SOL,Solana,74.81,43581798436.0,-1.7806424032487038
TRX,TRON,0.322413,30587052137.0,-0.29691322742572707
FIGR_HELOC,Figure Heloc,1.02,20432992423.0,-1.6844681976057232
HYPE,Hyperliquid,60.32,13425230688.0,-8.361230979713039
