asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,6289123504.0,DefiLlama API
USDC,maple,Ethereum,4.1948,4.1948,0.0,3464825175.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,3.57704,3.57704,,3449732205.0,DefiLlama API
USYC,circle-usyc,BSC,3.24022,3.24022,,2554183678.0,DefiLlama API
USDT,maple,Ethereum,3.66605,3.66605,0.0,2209458417.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.55634,3.55634,,1118715801.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,807630633.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.31702,3.31702,,660961379.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.21531,3.21531,,559027795.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,552191656.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.52543,3.52543,,525944858.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.21531,3.21531,,507927310.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.77124,,2.77124,504354847.0,DefiLlama API
USDC,jupiter-lend,Solana,3.69962,2.634,1.06562,444135086.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357359585.0,DefiLlama API
USDD,justlend,Tron,4.27863,0.00095,4.27768,352408484.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,6.85,6.85,,257259218.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,245730361.0,DefiLlama API
USDX,stables-labs-usdx,BSC,1.34994,1.34994,,241966347.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,206032987.0,DefiLlama API
USDC,fluid-lending,Ethereum,3.7,2.66,1.04,190982579.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180037414.0,DefiLlama API
REUSD,re,Ethereum,6.07541,6.07541,,177703873.0,DefiLlama API
USD1,lista-lending,BSC,0.86885,0.86885,0.0,138542447.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.67145,4.67145,,127740187.0,DefiLlama API
USDT,fluid-lending,Ethereum,5.02,3.43,1.59,125804864.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124966928.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123776274.0,DefiLlama API
USDT,justlend,Tron,1.75858,1.75858,0.0,120534665.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.52531,3.52531,,111231156.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.24022,3.24022,,110235029.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
PYUSD,euler-v2,Ethereum,6.18272,1.68879,4.49393,107854492.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,104263638.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.4291,1.90792,2.52117,99941830.0,DefiLlama API
USDT,venus-core-pool,BSC,1.89163,1.89163,0.0,94269161.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.77453,6.77453,,88060785.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,2.79251,2.79251,,85416817.0,DefiLlama API
SDAI,sdai,Gnosis,4.31217,,,84098343.0,DefiLlama API
RLUSD,euler-v2,Ethereum,6.28218,1.48164,4.80054,79998122.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.44409,3.44409,,79608040.0,DefiLlama API
GTUSDA,gauntlet,Base,4.58709,4.58709,,73971604.0,DefiLlama API
USDT,venus-flux,BSC,6.73,1.2,5.53,71533820.0,DefiLlama API
U,lista-lending,BSC,0.30416,0.30416,0.0,69366510.0,DefiLlama API
STCUSD,cap,Ethereum,6.80818,,,68060363.0,DefiLlama API
SFRAX,frax,Ethereum,1.24991,1.24991,,65357184.0,DefiLlama API
STUSDT,stusdt,Tron,3.6132,,,62374612.0,DefiLlama API
USDC,avantis,Base,11.01785,11.01785,,62305513.0,DefiLlama API
SIUSD,infinifi,Ethereum,5.77031,5.77031,,62303525.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.51812,11.51812,,56775061.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,0.55356,0.55356,,52301034.0,DefiLlama API
PLASMAUSD,veda,Plasma,2.98159,2.98159,,51634902.0,DefiLlama API
