month,total_market_cap_usd,btc_market_cap_usd,top10_alt_market_cap_usd,outside_top10_alt_market_cap_usd,outside_share_pct
2026-02,2271948950710.83,1276561020140.9749,510016790267.71484,485371140302.1404,21.36364640368707
