asset,symbol,price_usd,open_usd,high_usd,low_usd,change_24h_pct,range_pos_pct,trend,source
BTC,BTCUSDT,63434.0,65170.66,65718.0,63059.39,-2.665,14.090445759250153,偏弱，下行主导,Binance global
ETH,ETHUSDT,1875.27,1963.29,1977.99,1866.31,-4.483,8.02292263610318,偏弱，下行主导,Binance global
