ticker,symbol,pool,product_group,market_region,source_list_type,listing_asset,trading_pair,chain_id,contract_address,price_usd,change_24h_pct,rsi14,sma6,sma24,range_24h_pct,onchain_volume_24h_raw,buy_volume_24h_raw,sell_volume_24h_raw,flow_unit_status,flow_anomaly_reason,onchain_volume_24h_usd,buy_volume_24h_usd,sell_volume_24h_usd,net_buy_24h_usd,liquidity_usd,holders,top10_holders_pct,smart_money_holders,smart_money_holding_pct,smart_signal_source,smart_signal_coverage,smart_signal_direction,smart_signal_count,smart_signal_value_usd,smart_signal_time_ms,smart_signal_status,stock_price_usd,shares_multiplier,shares_multiplier_source,reference_price_usd,premium_pct,premium_status,market_status,reason_code,reason_msg
AMD,AMDon,core_tokenized_us,tokenized_stock,US,1,,,56,0x9f16e46c73b43bdb70861247d537bee4ea18f639,473.933333,-11.314870321856288,20.647811792226662,475.74857849999995,484.02982658333343,6.573057432432439,15066960291.763414,5959.888048596393,97026.23015181297,anomalous_scale,reported_volume_exceeds_50x_market_cap,,,,,,2204,81.02719959091624,0,0.0,Binance Web3 Smart Money,no_matching_signal,,,,,,473.333333,1.0,dynamic.tokenInfo.sharesMultiplier,473.933333,,unavailable_reference_frozen,premarket,TRADING,
RIOT,RIOTon,core_tokenized_us,tokenized_stock,US,1,,,56,0xc4a88a72b848255fd24da3c1ad6755d980535fb1,20.905,-10.518994114499732,11.122027648874507,21.18108366666667,21.560985541666668,7.503419990959093,292493115.14248496,0.0,0.0,anomalous_scale,reported_volume_exceeds_50x_market_cap,,,,,,208,88.778452552394,,,Binance Web3 Smart Money,no_matching_signal,,,,,,20.902,1.0,dynamic.tokenInfo.sharesMultiplier,20.905,,unavailable_reference_frozen,premarket,TRADING,
MARA,MARAon,core_tokenized_us,tokenized_stock,US,1,,,56,0xd226d8170ee38793430c7dec6903df4b818bb74c,11.448333,-7.950118906365368,21.82410349523397,11.496531333333332,11.613352708333332,4.497415263503179,493213736.7480383,92.76125715821566,58.59119649348995,anomalous_scale,reported_volume_exceeds_50x_market_cap,,,,,,250,95.9619547384307,,,Binance Web3 Smart Money,no_matching_signal,,,,,,11.4225,1.0,dynamic.tokenInfo.sharesMultiplier,11.448333,,unavailable_reference_frozen,premarket,TRADING,
NVDA,NVDAon,core_tokenized_us,tokenized_stock,US,1,,,56,0xa9ee28c80f960b889dfbd1902055218cba016f75,195.8023284518094,-6.162456178186035,45.05327572313445,194.94427494411184,196.08362985416343,4.529048463600627,30184174426.743874,81682.71078863388,278302.7698925667,anomalous_scale,reported_volume_exceeds_50x_market_cap,,,,,,20902,78.6315973680351,27,0.001816,Binance Web3 Smart Money,no_matching_signal,,,,,,195.562,1.0009320542470574,dynamic.tokenInfo.sharesMultiplier,195.62,,unavailable_reference_frozen,premarket,TRADING,
HOOD,HOODon,core_tokenized_us,tokenized_stock,US,1,,,56,0x19601179a60f55ff6636f5d1a8b6671053bd60a8,93.41,-3.824967824967825,30.724966057957772,93.76459849999999,94.41963275000002,3.612523414503621,1552076788.2939289,0.0,47502.6077117478,anomalous_scale,reported_volume_exceeds_50x_market_cap,,,,,,609,93.64512272991972,0,0.0,Binance Web3 Smart Money,no_matching_signal,,,,,,93.39,1.0,dynamic.tokenInfo.sharesMultiplier,93.41,,unavailable_reference_frozen,premarket,TRADING,
