asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.52,3.52,,4605981225.0,DefiLlama API
USYC,circle-usyc,BSC,3.25901,3.25901,,2914407658.0,DefiLlama API
USDC,maple,Ethereum,5.03314,5.03314,0.0,2514868978.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.13169,4.13169,,1536300275.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,1107897138.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.56802,3.56802,,963380130.0,DefiLlama API
USDT,maple,Ethereum,4.36683,4.36683,0.0,889421434.0,DefiLlama API
USDS,centrifuge-protocol,Ethereum,3.32599,3.32599,,870394222.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.22692,3.22692,,821888313.0,DefiLlama API
USTB,invesco-ustb,Ethereum,3.33849,3.33849,,723878549.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.53691,3.53691,,654136391.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.53718,3.53718,,632879601.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,533383314.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,2.04131,,2.04131,508749405.0,DefiLlama API
USDD,justlend-v1,Tron,3.96084,0.00065,3.9602,455325900.0,DefiLlama API
USDC,jupiter-lend,Solana,4.88707,4.17455,0.71252,427394988.0,DefiLlama API
GTUSDCP,morpho-blue,Base,4.42704,4.42704,0.0,424806937.0,DefiLlama API
STEAKUSDC,morpho-blue,Base,4.51187,4.51187,0.0,390988591.0,DefiLlama API
AUSD,centrifuge-protocol,Ethereum,5.71127,5.71127,,374086399.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.52,3.52,,361210367.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.69,7.69,,328827364.0,DefiLlama API
SENPYUSDMAIN,morpho-blue,Ethereum,5.05186,1.94339,3.10848,313973193.0,DefiLlama API
SENRLUSDV2,morpho-blue,Ethereum,6.13054,2.57169,3.55885,280581621.0,DefiLlama API
USDE,morpho-blue,Base,4.5,0.0,4.5,265128725.0,DefiLlama API
USDC,centrifuge-protocol,Avalanche,5.71127,5.71127,,260584645.0,DefiLlama API
SIRLOINUSDC,morpho-blue,Base,5.37649,2.63427,2.74222,258131454.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,257856289.0,DefiLlama API
USDG,maple,Ethereum,5.03934,5.03934,0.0,222870030.0,DefiLlama API
SDAI,sky-lending,Ethereum,1.25,1.25,,210734027.0,DefiLlama API
USDS,sky-lending,Ethereum,5.74013,,5.74013,210704679.0,DefiLlama API
STEAKUSDG,morpho-blue,Robinhood Chain,8.1614,3.94783,4.21356,207096540.0,DefiLlama API
STUSDS,sky-lending,Ethereum,6.48,6.48,,185639414.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,181696145.0,DefiLlama API
USDE,morpho-blue,Robinhood Chain,4.5,0.0,4.5,181183624.0,DefiLlama API
USDC,pareto-credit,Ethereum,8.31317,8.31317,,170689790.0,DefiLlama API
REUSD,re,Ethereum,6.21337,6.21337,,166465875.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,13.84567,13.84567,,155806112.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,5.63981,3.63429,2.00552,149104640.0,DefiLlama API
USDC,fluid-lending,Ethereum,5.67,5.67,,142134451.0,DefiLlama API
USD1,lista-lending,BSC,0.51608,0.51608,0.0,137851014.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,137327931.0,DefiLlama API
USDT,fluid-lending,Ethereum,4.43,4.43,,136047833.0,DefiLlama API
USD1,dolomite,Ethereum,7.13748,1.43963,5.69784,135403423.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,123817261.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.5,3.5,0.0,111874010.0,DefiLlama API
AUSD,accountable,Monad,6.5475,6.5475,,111488792.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.22692,3.22692,,110722844.0,DefiLlama API
USDC,accountable,Monad,17.6,17.6,,99802156.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.88077,8.88077,,98857033.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.25901,3.25901,,90723615.0,DefiLlama API
