asset,symbol,timestamp_utc,open_usd,high_usd,low_usd,close_usd,source
BTC,BTCUSDT,2026-07-27T14:00:00+00:00,65217.38,65431.9,64459.82,64687.45,Binance global
BTC,BTCUSDT,2026-07-27T15:00:00+00:00,64687.45,64776.0,64418.01,64554.01,Binance global
BTC,BTCUSDT,2026-07-27T16:00:00+00:00,64554.0,64970.93,64517.78,64898.52,Binance global
BTC,BTCUSDT,2026-07-27T17:00:00+00:00,64898.53,65090.0,64794.37,65019.81,Binance global
BTC,BTCUSDT,2026-07-27T18:00:00+00:00,65019.81,65058.32,64755.67,64878.0,Binance global
BTC,BTCUSDT,2026-07-27T19:00:00+00:00,64878.0,65078.0,64810.9,64984.0,Binance global
BTC,BTCUSDT,2026-07-27T20:00:00+00:00,64983.99,65056.0,64908.01,64960.65,Binance global
BTC,BTCUSDT,2026-07-27T21:00:00+00:00,64960.64,64960.65,64790.28,64821.25,Binance global
BTC,BTCUSDT,2026-07-27T22:00:00+00:00,64821.26,64821.26,63792.0,63792.0,Binance global
BTC,BTCUSDT,2026-07-27T23:00:00+00:00,63792.01,63940.27,63605.56,63755.86,Binance global
BTC,BTCUSDT,2026-07-28T00:00:00+00:00,63755.86,63827.49,63469.3,63487.88,Binance global
BTC,BTCUSDT,2026-07-28T01:00:00+00:00,63487.88,63529.89,63059.39,63230.83,Binance global
BTC,BTCUSDT,2026-07-28T02:00:00+00:00,63230.82,63305.94,63108.0,63185.59,Binance global
BTC,BTCUSDT,2026-07-28T03:00:00+00:00,63185.59,63375.39,63168.01,63343.83,Binance global
BTC,BTCUSDT,2026-07-28T04:00:00+00:00,63343.82,63361.85,63221.26,63350.95,Binance global
BTC,BTCUSDT,2026-07-28T05:00:00+00:00,63350.95,63623.5,63323.09,63451.61,Binance global
BTC,BTCUSDT,2026-07-28T06:00:00+00:00,63451.62,63660.72,63395.13,63640.63,Binance global
BTC,BTCUSDT,2026-07-28T07:00:00+00:00,63640.63,63668.71,63455.58,63505.99,Binance global
BTC,BTCUSDT,2026-07-28T08:00:00+00:00,63506.0,63546.36,63406.11,63428.08,Binance global
BTC,BTCUSDT,2026-07-28T09:00:00+00:00,63428.07,63581.33,63368.81,63393.99,Binance global
BTC,BTCUSDT,2026-07-28T10:00:00+00:00,63393.99,63555.18,63294.0,63473.47,Binance global
BTC,BTCUSDT,2026-07-28T11:00:00+00:00,63473.48,63593.0,63352.0,63450.0,Binance global
BTC,BTCUSDT,2026-07-28T12:00:00+00:00,63449.99,63457.62,63430.33,63440.49,Binance global
ETH,ETHUSDT,2026-07-27T14:00:00+00:00,1961.18,1966.99,1919.09,1932.3,Binance global
ETH,ETHUSDT,2026-07-27T15:00:00+00:00,1932.3,1937.87,1924.83,1927.75,Binance global
ETH,ETHUSDT,2026-07-27T16:00:00+00:00,1927.74,1946.9,1922.65,1940.57,Binance global
ETH,ETHUSDT,2026-07-27T17:00:00+00:00,1940.57,1946.06,1935.1,1943.71,Binance global
ETH,ETHUSDT,2026-07-27T18:00:00+00:00,1943.72,1944.66,1929.2,1939.2,Binance global
ETH,ETHUSDT,2026-07-27T19:00:00+00:00,1939.21,1955.41,1937.75,1948.31,Binance global
ETH,ETHUSDT,2026-07-27T20:00:00+00:00,1948.32,1950.54,1943.69,1946.87,Binance global
ETH,ETHUSDT,2026-07-27T21:00:00+00:00,1946.88,1950.1,1940.58,1941.9,Binance global
ETH,ETHUSDT,2026-07-27T22:00:00+00:00,1941.89,1941.9,1892.33,1893.6,Binance global
ETH,ETHUSDT,2026-07-27T23:00:00+00:00,1893.61,1896.19,1882.49,1892.53,Binance global
ETH,ETHUSDT,2026-07-28T00:00:00+00:00,1892.53,1894.45,1877.02,1878.86,Binance global
ETH,ETHUSDT,2026-07-28T01:00:00+00:00,1878.86,1882.77,1866.31,1875.9,Binance global
ETH,ETHUSDT,2026-07-28T02:00:00+00:00,1875.9,1880.46,1872.35,1876.0,Binance global
ETH,ETHUSDT,2026-07-28T03:00:00+00:00,1876.01,1883.26,1873.11,1881.38,Binance global
ETH,ETHUSDT,2026-07-28T04:00:00+00:00,1881.37,1882.84,1876.48,1879.18,Binance global
ETH,ETHUSDT,2026-07-28T05:00:00+00:00,1879.18,1889.66,1878.46,1883.16,Binance global
ETH,ETHUSDT,2026-07-28T06:00:00+00:00,1883.16,1888.82,1878.54,1888.62,Binance global
ETH,ETHUSDT,2026-07-28T07:00:00+00:00,1888.62,1888.97,1880.92,1883.83,Binance global
ETH,ETHUSDT,2026-07-28T08:00:00+00:00,1883.84,1885.85,1880.4,1884.5,Binance global
ETH,ETHUSDT,2026-07-28T09:00:00+00:00,1884.5,1885.12,1874.81,1876.44,Binance global
ETH,ETHUSDT,2026-07-28T10:00:00+00:00,1876.43,1881.0,1873.75,1878.79,Binance global
ETH,ETHUSDT,2026-07-28T11:00:00+00:00,1878.8,1882.02,1872.0,1876.68,Binance global
ETH,ETHUSDT,2026-07-28T12:00:00+00:00,1876.69,1877.05,1875.02,1875.42,Binance global
