symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,76483.0,1530772122545.0,1.8148773585134428
ETH,Ethereum,2321.36,280115439172.0,0.6411113223034475
USDT,Tether,1.0,187944695170.0,-0.007299878676441464
XRP,XRP,1.44,88613491003.0,1.7426281631378573
BNB,BNB,634.48,85464409122.0,1.3856870067652345
USDC,USDC,0.999762,78296846305.0,-0.005376658558787866
SOL,Solana,85.88,49423619337.0,0.9694563388860383
TRX,TRON,0.329173,31198995350.0,0.008996853090016525
FIGR_HELOC,Figure Heloc,1.03,17389057167.0,1.3277280500188333
DOGE,Dogecoin,0.09546,14693507366.0,1.0545712768668147
