asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
SUSDS,sky-lending,Ethereum,3.75,,,5787762660.0,DefiLlama API
SUSDE,ethena-usde,Ethereum,4.50384,4.50384,,2888348586.0,DefiLlama API
USYC,circle-usyc,BSC,3.24251,3.24251,,2790833650.0,DefiLlama API
USDC,maple,Ethereum,4.86871,4.86871,0.0,2634525863.0,DefiLlama API
USDT,maple,Ethereum,4.70112,4.70112,0.0,1257266547.0,DefiLlama API
BUIDL,blackrock-buidl,Ethereum,3.54666,3.54666,,1119469491.0,DefiLlama API
USTB,superstate-ustb,Ethereum,3.32265,3.32265,,817051679.0,DefiLlama API
USDYC,ondo-yield-assets,Ethereum,3.55,3.55,,808171142.0,DefiLlama API
BUIDL,blackrock-buidl,Aptos,3.20567,3.20567,,559040470.0,DefiLlama API
USDY,ondo-yield-assets,Ethereum,3.55,3.55,,535103340.0,DefiLlama API
BUIDL,blackrock-buidl,Solana,3.51579,3.51579,,527293085.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.20567,3.20567,,508268536.0,DefiLlama API
BUSD0,usual-usd0,Ethereum,3.22886,,3.22886,503985923.0,DefiLlama API
USDC,jupiter-lend,Solana,4.48074,3.33423,1.1465,411981673.0,DefiLlama API
SUSDS,sky-lending,Arbitrum,3.75,,,357607754.0,DefiLlama API
USDD,justlend,Tron,4.64725,0.0011,4.64615,305452071.0,DefiLlama API
SUSDAI,usd-ai,Arbitrum,7.14,7.14,,259356514.0,DefiLlama API
DAI,sky-lending,Ethereum,1.25,,,244384374.0,DefiLlama API
USDY,ondo-yield-assets,Solana,3.55,3.55,,180145281.0,DefiLlama API
USDC,fluid-lending,Ethereum,6.35,5.1,1.25,162248420.0,DefiLlama API
USDT,justlend,Tron,1.06901,1.06901,0.0,148825563.0,DefiLlama API
USD1,lista-lending,BSC,1.08344,1.08344,0.0,138560241.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,129615403.0,DefiLlama API
USCC,superstate-uscc,Ethereum,3.31064,3.31064,,127567587.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,124976748.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,123859111.0,DefiLlama API
USDT,fluid-lending,Ethereum,9.73,7.97,1.76,115098763.0,DefiLlama API
BUIDL,blackrock-buidl,Avalanche,3.51564,3.51564,,111305454.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.24251,3.24251,,110444305.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,110010150.0,DefiLlama API
USDY,ondo-yield-assets,Sei,3.55,3.55,,108552466.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.47315,3.47315,,102832978.0,DefiLlama API
USDT,venus-core-pool,BSC,1.84969,1.84969,0.0,100829807.0,DefiLlama API
STCUSD,cap,Ethereum,6.56151,,,91286038.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,6.59167,6.59167,,87126160.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,4.7659,2.25498,2.51092,83087045.0,DefiLlama API
SDAI,sdai,Gnosis,4.52062,,,79462921.0,DefiLlama API
U,lista-lending,BSC,0.36359,0.36359,0.0,69347223.0,DefiLlama API
PUFETH,puffer-stake,Ethereum,3.23223,3.21816,0.01407,68156600.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,7.5647,7.5647,,67624705.0,DefiLlama API
GTUSDA,gauntlet,Base,4.50472,4.50472,,67487687.0,DefiLlama API
APXUSD,apyx-protocol,Ethereum,11.05439,11.05439,,65838766.0,DefiLlama API
STUSDT,stusdt,Tron,3.60221,,,61059923.0,DefiLlama API
USCC,superstate-uscc,Solana,3.31064,3.31064,,59854117.0,DefiLlama API
PYUSD,euler-v2,Ethereum,7.04038,2.44038,4.6,56121107.0,DefiLlama API
USDC,avantis,Base,11.95395,11.95395,,53613167.0,DefiLlama API
MSUSD,mainstreet,Ethereum,12.0,12.0,0.0,53048498.0,DefiLlama API
PLASMAUSD,veda,Plasma,17.27652,17.27652,,51556893.0,DefiLlama API
USDT,venus-flux,BSC,10.16,1.76,8.4,47141668.0,DefiLlama API
SUSDU,unitas,Solana,10.25236,10.25236,,46045573.0,DefiLlama API
USDCUSDT,fluid-dex,Ethereum,1.61917,1.61917,,45637593.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,13.69982,13.69982,,42449541.0,DefiLlama API
SIUSD,infinifi,Ethereum,6.1386,6.1386,,39225356.0,DefiLlama API
EARNAUSD,upshift,Monad,4.62016,2.19173,2.42843,38382810.0,DefiLlama API
USDC,goldfinch,Ethereum,10.06459,10.06459,,37247902.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.28,,,37055955.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.24542,3.24542,,36728247.0,DefiLlama API
YUSD,aegis,Ethereum,3.24,,,34190564.0,DefiLlama API
SFRXUSD,frax,Ethereum,3.89944,3.89944,,33558275.0,DefiLlama API
USDSUSDC,raydium-amm,Solana,0.48,0.48,0.0,31775354.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,4.43,,,31407128.0,DefiLlama API
USDC,venus-core-pool,BSC,2.23658,2.23658,0.0,30426679.0,DefiLlama API
